date,asset_class,trade_count,total_notional_bn,usd_notional_bn,cleared_count,cleared_notional_bn,uncleared_notional_bn,cleared_pct,cleared_notional_pct,pb_count,pb_pct,block_count,block_pct,avg_trade_size_bn
2025-06-10,COMMODITIES,3641,8.486059916,6.535264611,0,0.0,8.486059916,0.0,0.0,34,0.0093380939302389,3,0.0008239494644328,0.0023306948409777
2025-06-10,CREDITS,1049,55.515596071,31.20184119,767,25.652137,29.863459071,0.7311725452812202,0.4620708200123254,0,0.0,84,0.0800762631077216,0.0529223985424213
2025-06-10,EQUITIES,652601,3019.693208213,126.780460168,0,0.0,3019.693208213,0.0,0.0,0,0.0,1,1.5323298615846437e-06,0.0046271660757691
2025-06-10,FOREX,48590,51140.418157869,172.257670247,2666,3410.479056688,47729.939101181,0.0548672566371681,0.066688525036302,17222,0.3544350689442272,942,0.0193867050833504,1.0524885399849555
2025-06-10,RATES,22428,49107.057608861,823.95357114,16533,34530.5584038,14576.499205061,0.7371589085072231,0.7031689554449954,18,0.0008025682182985,1635,0.0728999464954521,2.189542429501561
2025-06-11,COMMODITIES,6636,9.379638593,7.45293307,0,0.0,9.379638593,0.0,0.0,37,0.0055756479807112,5,0.0007534659433393,0.0014134476481314
2025-06-11,CREDITS,1339,174.245824201,42.126821201,1050,38.085492,136.160332201,0.784167289021658,0.2185733412817214,0,0.0,152,0.1135175504107543,0.1301313100828977
2025-06-11,EQUITIES,631002,2866.03587427,128.2312904,0,0.0,2866.03587427,0.0,0.0,0,0.0,2,3.169562061609947e-06,0.0045420392871496
2025-06-11,FOREX,51660,49120.761022859,161.336355332,3120,5865.248267107,43255.512755752,0.0603948896631823,0.1194046701429875,20636,0.3994579945799458,860,0.0166473093302361,0.9508470968420248
2025-06-11,RATES,30180,41034.298441861,1174.639359728,22824,29771.127395805,11263.171046056,0.7562624254473161,0.7255181281577385,33,0.001093439363817,2372,0.0785950960901259,1.3596520358469515
2025-06-12,COMMODITIES,3651,10.844674425,7.407971093,0,0.0,10.844674425,0.0,0.0,55,0.0150643659271432,5,0.0013694878115584,0.0029703298890714
2025-06-12,CREDITS,1448,51.971700982,34.507175977,1112,35.011709,16.959991982,0.7679558011049724,0.6736687146746657,1,0.0006906077348066,132,0.0911602209944751,0.0358920586892265
2025-06-12,EQUITIES,697510,1222.150014045,137.52200134,0,0.0,1222.150014045,0.0,0.0,0,0.0,0,0.0,0.0017521612794726
2025-06-12,FOREX,54343,59431.075384999,176.592629122,3284,4330.598626503,55100.476758496,0.0604309662698047,0.0728675797711728,22226,0.4089947187310233,850,0.0156413889553392,1.0936289013304197
2025-06-12,RATES,25970,41870.619456347,1313.901243623,19541,30055.4418093,11815.177647047,0.7524451289949943,0.7178169847865485,28,0.0010781671159029,1375,0.0529457065845206,1.6122687507257218
2025-06-13,COMMODITIES,5978,23.909122245,19.747481322,28,0.626,23.283122245,0.0046838407494145,0.0261824751902346,61,0.010204081632653,10,0.001672800267648,0.0039995186090665
2025-06-13,CREDITS,1909,89.95230912,50.04928512,1598,52.0913,37.86100912,0.8370874803562074,0.5790990860557911,0,0.0,157,0.0822420115243583,0.0471201200209533
2025-06-13,EQUITIES,708417,1261.70422343,131.487807455,0,0.0,1261.70422343,0.0,0.0,0,0.0,0,0.0,0.0017810191221131
2025-06-13,FOREX,86893,112658.054720852,249.788647487,3430,3238.374598348,109419.680122504,0.0394738356369327,0.0287451670133321,59861,0.6889047449161613,996,0.0114623732636691,1.2965147333024754
2025-06-13,RATES,19791,44499.216990835,925.078949794,14949,33516.371677355,10982.84531348,0.755343337880855,0.7531901445424981,40,0.0020211207114344,1368,0.0691223283310595,2.2484572275698547
2025-06-16,COMMODITIES,3711,14.28192597,12.350776553,0,0.0,14.28192597,0.0,0.0,40,0.0107787658313123,18,0.0048504446240905,0.0038485383912691
2025-06-16,CREDITS,1457,185.648720606,42.842180606,1129,37.723339,147.925381606,0.7748798901853123,0.2031974089391102,0,0.0,122,0.0837336993822923,0.1274184767371311
2025-06-16,EQUITIES,619829,876.863217755,133.145066745,0,0.0,876.863217755,0.0,0.0,0,0.0,0,0.0,0.0014146856919489
2025-06-16,FOREX,47318,41184.404789273,135.770975773,3230,3631.337056107,37553.067733166,0.0682615495160404,0.0881726244360542,19160,0.4049199036307536,828,0.017498626315567,0.8703750113967835
2025-06-16,RATES,17091,34444.933792142,845.057861717,12415,24401.77131422,10043.162477922,0.7264057106079223,0.7084284574757067,117,0.0068457082675092,1007,0.0589198993622374,2.0153843421767013
2025-06-17,COMMODITIES,11614,20.878404044,17.143820931,0,0.0,20.878404044,0.0,0.0,49,0.0042190459789908,18,0.0015498536249354,0.0017976927883588
2025-06-17,CREDITS,1672,174.30350144,46.69580444,1236,41.0992506,133.20425084,0.7392344497607656,0.2357913080371909,1,0.0005980861244019,158,0.0944976076555023,0.104248505645933
2025-06-17,EQUITIES,600817,1794.341960755,124.099834245,0,0.0,1794.341960755,0.0,0.0,0,0.0,0,0.0,0.002986503312581
2025-06-17,FOREX,52955,57285.43564947,157.689525475,3510,5321.799458325,51963.636191145,0.0662826928524218,0.0928996942763799,19652,0.371107544141252,1021,0.0192805211972429,1.0817757652623925
2025-06-17,RATES,26704,39054.97529441,902.568502993,21665,27996.789646,11058.18564841,0.8113016776512882,0.7168559046562046,32,0.0011983223487118,1185,0.0443753744757339,1.462514053864964
2025-06-18,COMMODITIES,10748,11.385286881,9.819800296,0,0.0,11.385286881,0.0,0.0,35,0.0032564197990323,2,0.0001860811313732,0.0010592935319129
2025-06-18,CREDITS,2537,111.097694509,62.693349509,1853,59.468755,51.628939509,0.7303902246748127,0.5352834301631926,0,0.0,245,0.0965707528577059,0.0437909714264879
2025-06-18,EQUITIES,586091,1551.456824815,114.96460785,0,0.0,1551.456824815,0.0,0.0,0,0.0,1,1.7062196826090149e-06,0.0026471261712174
2025-06-18,FOREX,48292,42079.390025879,127.674832971,3704,4623.371334984,37456.018690895,0.0767000745465087,0.1098725844680877,18785,0.3889878240702393,741,0.0153441563820094,0.8713532267431252
2025-06-18,RATES,21963,42457.958037385,1293.569326396,16761,29156.067839,13301.890198385,0.763147111050403,0.6867044291985864,62,0.0028229294722943,1024,0.046623867413377,1.9331584044704728
2025-06-19,COMMODITIES,2479,6.346556429,5.48231059,0,0.0,6.346556429,0.0,0.0,24,0.0096813231141589,2,0.0008067769261799,0.0025601276438079
2025-06-19,CREDITS,617,30.456167505,5.388270005,402,12.3326075,18.123560005,0.6515397082658023,0.4049297239377,0,0.0,58,0.0940032414910859,0.0493616977390599
2025-06-19,EQUITIES,596997,979.632255975,100.018200075,0,0.0,979.632255975,0.0,0.0,0,0.0,0,0.0,0.0016409332977803
2025-06-19,FOREX,34060,34291.886044482,99.277357711,2657,4489.657897377,29802.228147105,0.0780093951849677,0.1309247876174907,14341,0.4210510863182619,374,0.0109806224310041,1.0068081633729302
2025-06-19,RATES,7386,20913.499866286,11.273438478,5759,15911.72260701,5001.777259276,0.7797183861359328,0.7608349969514567,14,0.0018954779312212,491,0.0664771188735445,2.8315055329388032
2025-06-20,COMMODITIES,5431,8.562307035,6.861580203,36,0.595,7.967307035,0.0066286135150064,0.0694906171394962,18,0.0033143067575032,2,0.0003682563063892,0.0015765617814398
2025-06-20,CREDITS,1382,55.774874146,26.176176026,1046,30.6104781,25.164396046,0.7568740955137482,0.548822002177396,1,0.0007235890014471,104,0.0752532561505065,0.0403580854891461
2025-06-20,EQUITIES,614222,4491.019807871,131.622405421,0,0.0,4491.019807871,0.0,0.0,0,0.0,3,4.884227526855111e-06,0.0073117208564183
2025-06-20,FOREX,44915,39578.420503657,122.23536025,2572,3363.626397902,36214.794105755,0.0572637203606812,0.0849863727530815,19806,0.4409662696203941,745,0.016586886340866,0.8811849160337749
2025-06-20,RATES,14531,26826.81836701,814.804960516,10320,17935.97627073,8890.84209628,0.7102057669809373,0.6685838039141674,53,0.0036473745784873,830,0.0571192622668777,1.8461784025194408
2025-06-23,COMMODITIES,6050,14.015686007,11.026338935,0,0.0,14.015686007,0.0,0.0,507,0.0838016528925619,10,0.0016528925619834,0.0023166423152066
2025-06-23,CREDITS,1609,72.323769276,34.600251476,1293,38.138016,34.185753276,0.8036047234307023,0.5273234011692441,0,0.0,144,0.0894965817277812,0.04494951477688
2025-06-23,EQUITIES,575021,817.880470449,126.706553679,0,0.0,817.880470449,0.0,0.0,0,0.0,4,6.956267684136753e-06,0.0014223488715177
2025-06-23,FOREX,59454,64083.971998101,144.563030122,3721,5651.764945944,58432.207052157,0.0625862010966461,0.0881931124074437,24588,0.4135634271874054,763,0.0128334510714165,1.0778748612053184
