date,metric,value_millions,value_billions
2015-03-27,fx_cleared,,
2015-03-27,fx_total,31450000.0,31450.0
2015-03-27,fx_uncleared,,
2015-03-27,ir_cleared,168678296.0,168678.296
2015-03-27,ir_total,272821705.0,272821.705
2015-03-27,ir_uncleared,104143409.0,104143.409
2015-04-03,credit_cleared,1707135.0,1707.135
2015-04-03,credit_total,5839156.0,5839.156
2015-04-03,credit_uncleared,4132021.0,4132.021
2015-04-03,cross_currency_cleared,0.0,0.0
2015-04-03,cross_currency_total,10428202.0,10428.202
2015-04-03,cross_currency_uncleared,10428202.0,10428.202
2015-04-03,equity_cleared,,
2015-04-03,equity_total,4420000.0,4420.0
2015-04-03,equity_uncleared,,
2015-04-03,fx_cleared,,
2015-04-03,fx_total,31450000.0,31450.0
2015-04-03,fx_uncleared,,
2015-04-03,ir_cleared,163483416.0,163483.416
2015-04-03,ir_total,268122174.0,268122.174
2015-04-03,ir_uncleared,104638758.0,104638.758
2015-04-10,credit_cleared,1638736.0,1638.736
2015-04-10,credit_total,5670960.0,5670.96
2015-04-10,credit_uncleared,4032224.0,4032.224
2015-04-10,cross_currency_cleared,0.0,0.0
2015-04-10,cross_currency_total,10319499.0,10319.499
2015-04-10,cross_currency_uncleared,10319499.0,10319.499
2015-04-10,equity_cleared,,
2015-04-10,equity_total,4420000.0,4420.0
2015-04-10,equity_uncleared,,
2015-04-10,fx_cleared,,
2015-04-10,fx_total,31450000.0,31450.0
2015-04-10,fx_uncleared,,
2015-04-10,ir_cleared,165982784.0,165982.784
2015-04-10,ir_total,268912707.0,268912.707
2015-04-10,ir_uncleared,102929923.0,102929.923
2015-04-17,credit_cleared,1707752.0,1707.752
2015-04-17,credit_total,5684306.0,5684.306
2015-04-17,credit_uncleared,3976554.0,3976.554
2015-04-17,cross_currency_cleared,0.0,0.0
2015-04-17,cross_currency_total,9933917.0,9933.917
2015-04-17,cross_currency_uncleared,9933917.0,9933.917
2015-04-17,equity_cleared,,
2015-04-17,equity_total,4420000.0,4420.0
2015-04-17,equity_uncleared,,
2015-04-17,fx_cleared,,
2015-04-17,fx_total,31450000.0,31450.0
2015-04-17,fx_uncleared,,
2015-04-17,ir_cleared,165255593.0,165255.593
2015-04-17,ir_total,267190371.0,267190.371
2015-04-17,ir_uncleared,101934777.0,101934.777
2015-04-24,credit_cleared,1638094.0,1638.094
2015-04-24,credit_total,5651809.0,5651.809
2015-04-24,credit_uncleared,4013715.0,4013.715
2015-04-24,cross_currency_cleared,0.0,0.0
2015-04-24,cross_currency_total,10304581.0,10304.581
2015-04-24,cross_currency_uncleared,10304581.0,10304.581
2015-04-24,equity_cleared,,
2015-04-24,equity_total,4420000.0,4420.0
2015-04-24,equity_uncleared,,
2015-04-24,fx_cleared,,
2015-04-24,fx_total,31450000.0,31450.0
2015-04-24,fx_uncleared,,
2015-04-24,ir_cleared,163511969.0,163511.969
2015-04-24,ir_total,264846230.0,264846.23
2015-04-24,ir_uncleared,101334261.0,101334.261
2015-05-01,credit_cleared,1711647.0,1711.647
2015-05-01,credit_total,5850143.0,5850.143
2015-05-01,credit_uncleared,4138496.0,4138.496
2015-05-01,cross_currency_cleared,0.0,0.0
2015-05-01,cross_currency_total,10067381.0,10067.381
2015-05-01,cross_currency_uncleared,10067381.0,10067.381
2015-05-01,equity_cleared,,
2015-05-01,equity_total,4420000.0,4420.0
2015-05-01,equity_uncleared,,
2015-05-01,fx_cleared,,
2015-05-01,fx_total,31450000.0,31450.0
2015-05-01,fx_uncleared,,
2015-05-01,ir_cleared,161306508.0,161306.508
2015-05-01,ir_total,261360548.0,261360.548
2015-05-01,ir_uncleared,100054041.0,100054.041
2015-05-08,credit_cleared,1742250.0,1742.25
2015-05-08,credit_total,5927765.0,5927.765
2015-05-08,credit_uncleared,4185516.0,4185.516
2015-05-08,cross_currency_cleared,0.0,0.0
2015-05-08,cross_currency_total,10934306.0,10934.306
2015-05-08,cross_currency_uncleared,10934306.0,10934.306
2015-05-08,equity_cleared,,
2015-05-08,equity_total,4420000.0,4420.0
2015-05-08,equity_uncleared,,
2015-05-08,fx_cleared,,
2015-05-08,fx_total,31450000.0,31450.0
2015-05-08,fx_uncleared,,
2015-05-08,ir_cleared,166651279.0,166651.279
2015-05-08,ir_total,268313048.0,268313.048
2015-05-08,ir_uncleared,101661769.0,101661.769
2015-05-15,credit_cleared,1656049.0,1656.049
2015-05-15,credit_total,5885133.0,5885.133
2015-05-15,credit_uncleared,4229084.0,4229.084
2015-05-15,cross_currency_cleared,0.0,0.0
2015-05-15,cross_currency_total,10736154.0,10736.154
2015-05-15,cross_currency_uncleared,10736154.0,10736.154
2015-05-15,equity_cleared,,
2015-05-15,equity_total,4420000.0,4420.0
2015-05-15,equity_uncleared,,
2015-05-15,fx_cleared,,
2015-05-15,fx_total,31450000.0,31450.0
2015-05-15,fx_uncleared,,
2015-05-15,ir_cleared,144452001.0,144452.001
2015-05-15,ir_total,245019519.0,245019.519
2015-05-15,ir_uncleared,100567518.0,100567.518
2015-05-22,credit_cleared,1608751.0,1608.751
2015-05-22,credit_total,5749906.0,5749.906
2015-05-22,credit_uncleared,4141155.0,4141.155
2015-05-22,cross_currency_cleared,0.0,0.0
2015-05-22,cross_currency_total,11033556.0,11033.556
2015-05-22,cross_currency_uncleared,11033556.0,11033.556
2015-05-22,equity_cleared,,
2015-05-22,equity_total,4420000.0,4420.0
2015-05-22,equity_uncleared,,
2015-05-22,fx_cleared,,
2015-05-22,fx_total,31450000.0,31450.0
2015-05-22,fx_uncleared,,
2015-05-22,ir_cleared,166091761.0,166091.761
2015-05-22,ir_total,268022809.0,268022.809
2015-05-22,ir_uncleared,101931048.0,101931.048
2015-05-29,credit_cleared,1725894.0,1725.894
2015-05-29,credit_total,5913816.0,5913.816
2015-05-29,credit_uncleared,4187922.0,4187.922
2015-05-29,cross_currency_cleared,0.0,0.0
2015-05-29,cross_currency_total,10500253.0,10500.253
2015-05-29,cross_currency_uncleared,10500253.0,10500.253
2015-05-29,equity_cleared,,
2015-05-29,equity_total,4420000.0,4420.0
2015-05-29,equity_uncleared,,
2015-05-29,fx_cleared,,
2015-05-29,fx_total,31450000.0,31450.0
2015-05-29,fx_uncleared,,
2015-05-29,ir_cleared,162523312.0,162523.312
2015-05-29,ir_total,261615720.0,261615.72
2015-05-29,ir_uncleared,99092409.0,99092.409
2015-06-05,credit_cleared,1659993.0,1659.993
2015-06-05,credit_total,5937129.0,5937.129
2015-06-05,credit_uncleared,4277136.0,4277.136
2015-06-05,cross_currency_cleared,0.0,0.0
2015-06-05,cross_currency_total,10925015.0,10925.015
2015-06-05,cross_currency_uncleared,10925015.0,10925.015
2015-06-05,equity_cleared,,
2015-06-05,equity_total,4420000.0,4420.0
2015-06-05,equity_uncleared,,
2015-06-05,fx_cleared,,
2015-06-05,fx_total,31450000.0,31450.0
2015-06-05,fx_uncleared,,
2015-06-05,ir_cleared,164753433.0,164753.433
2015-06-05,ir_total,265634312.0,265634.312
2015-06-05,ir_uncleared,100880880.0,100880.88
2015-06-12,credit_cleared,1674021.0,1674.021
2015-06-12,credit_total,6063186.0,6063.186
2015-06-12,credit_uncleared,4389164.0,4389.164
2015-06-12,cross_currency_cleared,0.0,0.0
2015-06-12,cross_currency_total,11068955.0,11068.955
2015-06-12,cross_currency_uncleared,11068955.0,11068.955
2015-06-12,equity_cleared,,
2015-06-12,equity_total,4420000.0,4420.0
2015-06-12,equity_uncleared,,
2015-06-12,fx_cleared,,
2015-06-12,fx_total,31450000.0,31450.0
2015-06-12,fx_uncleared,,
2015-06-12,ir_cleared,167554216.0,167554.216
2015-06-12,ir_total,269635269.0,269635.269
2015-06-12,ir_uncleared,102081053.0,102081.053
2015-06-19,credit_cleared,1732566.0,1732.566
2015-06-19,credit_total,5978692.0,5978.692
2015-06-19,credit_uncleared,4246125.0,4246.125
2015-06-19,cross_currency_cleared,0.0,0.0
2015-06-19,cross_currency_total,11079424.0,11079.424
2015-06-19,cross_currency_uncleared,11079424.0,11079.424
2015-06-19,equity_cleared,,
2015-06-19,equity_total,4420000.0,4420.0
2015-06-19,equity_uncleared,,
2015-06-19,fx_cleared,,
2015-06-19,fx_total,31450000.0,31450.0
2015-06-19,fx_uncleared,,
2015-06-19,ir_cleared,160507612.0,160507.612
2015-06-19,ir_total,262022433.0,262022.433
2015-06-19,ir_uncleared,101514821.0,101514.821
2015-06-26,credit_cleared,1624737.0,1624.737
2015-06-26,credit_total,5566069.0,5566.069
2015-06-26,credit_uncleared,3941332.0,3941.332
2015-06-26,cross_currency_cleared,0.0,0.0
2015-06-26,cross_currency_total,10858373.0,10858.373
2015-06-26,cross_currency_uncleared,10858373.0,10858.373
2015-06-26,equity_cleared,,
2015-06-26,equity_total,4420000.0,4420.0
2015-06-26,equity_uncleared,,
2015-06-26,fx_cleared,,
2015-06-26,fx_total,31450000.0,31450.0
2015-06-26,fx_uncleared,,
2015-06-26,ir_cleared,158955546.0,158955.546
2015-06-26,ir_total,259007267.0,259007.267
2015-06-26,ir_uncleared,100051722.0,100051.722
2015-07-03,credit_cleared,1680346.0,1680.346
2015-07-03,credit_total,5637725.0,5637.725
2015-07-03,credit_uncleared,3957379.0,3957.379
2015-07-03,cross_currency_cleared,0.0,0.0
2015-07-03,cross_currency_total,10930071.0,10930.071
2015-07-03,cross_currency_uncleared,10930071.0,10930.071
2015-07-03,equity_cleared,,
2015-07-03,equity_total,4420000.0,4420.0
2015-07-03,equity_uncleared,,
2015-07-03,fx_cleared,,
2015-07-03,fx_total,31450000.0,31450.0
2015-07-03,fx_uncleared,,
2015-07-03,ir_cleared,158508019.0,158508.019
2015-07-03,ir_total,258064257.0,258064.257
2015-07-03,ir_uncleared,99556238.0,99556.238
2015-07-10,credit_cleared,1694057.0,1694.057
2015-07-10,credit_total,5788538.0,5788.538
2015-07-10,credit_uncleared,4094480.0,4094.48
2015-07-10,cross_currency_cleared,0.0,0.0
2015-07-10,cross_currency_total,11424995.0,11424.995
2015-07-10,cross_currency_uncleared,11424995.0,11424.995
2015-07-10,equity_cleared,,
2015-07-10,equity_total,4420000.0,4420.0
2015-07-10,equity_uncleared,,
2015-07-10,fx_cleared,,
2015-07-10,fx_total,31450000.0,31450.0
2015-07-10,fx_uncleared,,
2015-07-10,ir_cleared,160505671.0,160505.671
2015-07-10,ir_total,260083023.0,260083.023
2015-07-10,ir_uncleared,99577352.0,99577.352
2015-07-17,credit_cleared,1620071.0,1620.071
2015-07-17,credit_total,5444365.0,5444.365
2015-07-17,credit_uncleared,3824294.0,3824.294
2015-07-17,cross_currency_cleared,0.0,0.0
2015-07-17,cross_currency_total,11328533.0,11328.533
2015-07-17,cross_currency_uncleared,11328533.0,11328.533
2015-07-17,equity_cleared,,
2015-07-17,equity_total,4420000.0,4420.0
2015-07-17,equity_uncleared,,
2015-07-17,fx_cleared,,
2015-07-17,fx_total,31450000.0,31450.0
2015-07-17,fx_uncleared,,
2015-07-17,ir_cleared,158911491.0,158911.491
2015-07-17,ir_total,257410670.0,257410.67
2015-07-17,ir_uncleared,98499179.0,98499.179
2015-07-24,credit_cleared,1552936.0,1552.936
2015-07-24,credit_total,5418442.0,5418.442
2015-07-24,credit_uncleared,3865506.0,3865.506
2015-07-24,cross_currency_cleared,0.0,0.0
2015-07-24,cross_currency_total,11096274.0,11096.274
2015-07-24,cross_currency_uncleared,11096274.0,11096.274
2015-07-24,equity_cleared,,
2015-07-24,equity_total,4420000.0,4420.0
2015-07-24,equity_uncleared,,
2015-07-24,fx_cleared,,
2015-07-24,fx_total,31450000.0,31450.0
2015-07-24,fx_uncleared,,
2015-07-24,ir_cleared,157329089.0,157329.089
2015-07-24,ir_total,252550133.0,252550.133
2015-07-24,ir_uncleared,95221044.0,95221.044
2015-07-31,credit_cleared,1601480.0,1601.48
2015-07-31,credit_total,5454676.0,5454.676
2015-07-31,credit_uncleared,3853196.0,3853.196
2015-07-31,cross_currency_cleared,0.0,0.0
2015-07-31,cross_currency_total,11060305.0,11060.305
2015-07-31,cross_currency_uncleared,11060305.0,11060.305
2015-07-31,equity_cleared,,
2015-07-31,equity_total,4420000.0,4420.0
2015-07-31,equity_uncleared,,
2015-07-31,fx_cleared,,
2015-07-31,fx_total,31450000.0,31450.0
2015-07-31,fx_uncleared,,
2015-07-31,ir_cleared,157583152.0,157583.152
2015-07-31,ir_total,253516195.0,253516.195
2015-07-31,ir_uncleared,95933043.0,95933.043
2015-08-07,credit_cleared,1605448.0,1605.448
2015-08-07,credit_total,5475233.0,5475.233
2015-08-07,credit_uncleared,3869785.0,3869.785
2015-08-07,cross_currency_cleared,0.0,0.0
2015-08-07,cross_currency_total,11063773.0,11063.773
2015-08-07,cross_currency_uncleared,11063773.0,11063.773
2015-08-07,equity_cleared,,
2015-08-07,equity_total,4420000.0,4420.0
2015-08-07,equity_uncleared,,
2015-08-07,fx_cleared,,
2015-08-07,fx_total,31450000.0,31450.0
2015-08-07,fx_uncleared,,
2015-08-07,ir_cleared,156115620.0,156115.62
2015-08-07,ir_total,253453109.0,253453.109
2015-08-07,ir_uncleared,97337489.0,97337.489
2015-08-14,credit_cleared,1558382.0,1558.382
2015-08-14,credit_total,5467095.0,5467.095
2015-08-14,credit_uncleared,3908713.0,3908.713
2015-08-14,cross_currency_cleared,0.0,0.0
2015-08-14,cross_currency_total,11024531.0,11024.531
2015-08-14,cross_currency_uncleared,11024531.0,11024.531
2015-08-14,equity_cleared,,
2015-08-14,equity_total,4420000.0,4420.0
2015-08-14,equity_uncleared,,
2015-08-14,fx_cleared,,
2015-08-14,fx_total,31450000.0,31450.0
2015-08-14,fx_uncleared,,
2015-08-14,ir_cleared,159076313.0,159076.313
2015-08-14,ir_total,256409342.0,256409.342
2015-08-14,ir_uncleared,97333030.0,97333.03
2015-08-21,credit_cleared,1610977.0,1610.977
2015-08-21,credit_total,5433627.0,5433.627
2015-08-21,credit_uncleared,3822650.0,3822.65
2015-08-21,cross_currency_cleared,0.0,0.0
2015-08-21,cross_currency_total,10781521.0,10781.521
2015-08-21,cross_currency_uncleared,10781521.0,10781.521
2015-08-21,equity_cleared,,
2015-08-21,equity_total,4420000.0,4420.0
2015-08-21,equity_uncleared,,
2015-08-21,fx_cleared,,
2015-08-21,fx_total,31450000.0,31450.0
2015-08-21,fx_uncleared,,
2015-08-21,ir_cleared,159258887.0,159258.887
2015-08-21,ir_total,255415155.0,255415.155
2015-08-21,ir_uncleared,96156268.0,96156.268
2015-08-28,credit_cleared,1604429.0,1604.429
2015-08-28,credit_total,5470297.0,5470.297
2015-08-28,credit_uncleared,3865868.0,3865.868
2015-08-28,cross_currency_cleared,0.0,0.0
2015-08-28,cross_currency_total,10992817.0,10992.817
2015-08-28,cross_currency_uncleared,10992817.0,10992.817
2015-08-28,equity_cleared,,
2015-08-28,equity_total,4420000.0,4420.0
2015-08-28,equity_uncleared,,
2015-08-28,fx_cleared,,
2015-08-28,fx_total,31450000.0,31450.0
2015-08-28,fx_uncleared,,
2015-08-28,ir_cleared,160031005.0,160031.005
2015-08-28,ir_total,257751180.0,257751.18
2015-08-28,ir_uncleared,97720175.0,97720.175
2015-09-04,credit_cleared,1577675.0,1577.675
2015-09-04,credit_total,5447367.0,5447.367
2015-09-04,credit_uncleared,3869693.0,3869.693
2015-09-04,cross_currency_cleared,0.0,0.0
2015-09-04,cross_currency_total,10878073.0,10878.073
2015-09-04,cross_currency_uncleared,10878073.0,10878.073
2015-09-04,equity_cleared,,
2015-09-04,equity_total,4420000.0,4420.0
2015-09-04,equity_uncleared,,
2015-09-04,fx_cleared,,
2015-09-04,fx_total,31450000.0,31450.0
2015-09-04,fx_uncleared,,
2015-09-04,ir_cleared,157674480.0,157674.48
2015-09-04,ir_total,254877527.0,254877.527
2015-09-04,ir_uncleared,97203047.0,97203.047
2015-09-11,credit_cleared,1581631.0,1581.631
2015-09-11,credit_total,5505478.0,5505.478
2015-09-11,credit_uncleared,3923847.0,3923.847
2015-09-11,cross_currency_cleared,0.0,0.0
2015-09-11,cross_currency_total,11032589.0,11032.589
2015-09-11,cross_currency_uncleared,11032589.0,11032.589
2015-09-11,equity_cleared,,
2015-09-11,equity_total,4420000.0,4420.0
2015-09-11,equity_uncleared,,
2015-09-11,fx_cleared,,
2015-09-11,fx_total,31450000.0,31450.0
2015-09-11,fx_uncleared,,
2015-09-11,ir_cleared,158358156.0,158358.156
2015-09-11,ir_total,256208506.0,256208.506
2015-09-11,ir_uncleared,97850350.0,97850.35
2015-09-18,credit_cleared,1663548.0,1663.548
2015-09-18,credit_total,5353489.0,5353.489
2015-09-18,credit_uncleared,3689941.0,3689.941
2015-09-18,cross_currency_cleared,0.0,0.0
2015-09-18,cross_currency_total,11005805.0,11005.805
2015-09-18,cross_currency_uncleared,11005805.0,11005.805
2015-09-18,equity_cleared,,
2015-09-18,equity_total,4420000.0,4420.0
2015-09-18,equity_uncleared,,
2015-09-18,fx_cleared,,
2015-09-18,fx_total,31450000.0,31450.0
2015-09-18,fx_uncleared,,
2015-09-18,ir_cleared,150963052.0,150963.052
2015-09-18,ir_total,248201746.0,248201.746
2015-09-18,ir_uncleared,97238694.0,97238.694
2015-09-25,credit_cleared,1734995.0,1734.995
2015-09-25,credit_total,5483470.0,5483.47
2015-09-25,credit_uncleared,3748475.0,3748.475
2015-09-25,cross_currency_cleared,0.0,0.0
2015-09-25,cross_currency_total,10690237.0,10690.237
2015-09-25,cross_currency_uncleared,10690237.0,10690.237
2015-09-25,equity_cleared,,
2015-09-25,equity_total,4420000.0,4420.0
2015-09-25,equity_uncleared,,
2015-09-25,fx_cleared,,
2015-09-25,fx_total,31450000.0,31450.0
2015-09-25,fx_uncleared,,
2015-09-25,ir_cleared,149640318.0,149640.318
2015-09-25,ir_total,255600241.0,255600.241
2015-09-25,ir_uncleared,105959923.0,105959.923
2015-10-02,credit_cleared,1776785.0,1776.785
2015-10-02,credit_total,5605893.0,5605.893
2015-10-02,credit_uncleared,3829108.0,3829.108
2015-10-02,cross_currency_cleared,0.0,0.0
2015-10-02,cross_currency_total,11007837.0,11007.837
2015-10-02,cross_currency_uncleared,11007837.0,11007.837
2015-10-02,equity_cleared,,
2015-10-02,equity_total,4420000.0,4420.0
2015-10-02,equity_uncleared,,
2015-10-02,fx_cleared,,
2015-10-02,fx_total,31450000.0,31450.0
2015-10-02,fx_uncleared,,
2015-10-02,ir_cleared,152640385.0,152640.385
2015-10-02,ir_total,264347555.0,264347.555
2015-10-02,ir_uncleared,111707170.0,111707.17
2015-10-09,credit_cleared,1820227.0,1820.227
2015-10-09,credit_total,5712168.0,5712.168
2015-10-09,credit_uncleared,3891941.0,3891.941
2015-10-09,cross_currency_cleared,0.0,0.0
2015-10-09,cross_currency_total,11140445.0,11140.445
2015-10-09,cross_currency_uncleared,11140445.0,11140.445
2015-10-09,equity_cleared,,
2015-10-09,equity_total,4420000.0,4420.0
2015-10-09,equity_uncleared,,
2015-10-09,fx_cleared,,
2015-10-09,fx_total,31450000.0,31450.0
2015-10-09,fx_uncleared,,
2015-10-09,ir_cleared,153754238.0,153754.238
2015-10-09,ir_total,267213747.0,267213.747
2015-10-09,ir_uncleared,113459510.0,113459.51
2015-10-16,credit_cleared,1760476.0,1760.476
2015-10-16,credit_total,5710021.0,5710.021
2015-10-16,credit_uncleared,3949545.0,3949.545
2015-10-16,ir_cleared,153654996.0,153654.996
2015-10-16,ir_total,268369227.0,268369.227
2015-10-16,ir_uncleared,114714231.0,114714.231
2015-10-23,credit_cleared,1754870.0,1754.87
2015-10-23,credit_total,5532576.0,5532.576
2015-10-23,credit_uncleared,3777706.0,3777.706
2015-10-23,ir_cleared,150920806.0,150920.806
2015-10-23,ir_total,265277900.0,265277.9
2015-10-23,ir_uncleared,114357094.0,114357.094
2015-10-30,credit_cleared,1632245.0,1632.245
2015-10-30,credit_total,5416603.0,5416.603
2015-10-30,credit_uncleared,3784358.0,3784.358
2015-10-30,ir_cleared,148819310.0,148819.31
2015-10-30,ir_total,263697175.0,263697.175
2015-10-30,ir_uncleared,114877865.0,114877.865
2015-11-06,credit_cleared,1624652.0,1624.652
2015-11-06,credit_total,5304898.0,5304.898
2015-11-06,credit_uncleared,3680245.0,3680.245
2015-11-06,ir_cleared,149327204.0,149327.204
2015-11-06,ir_total,266797295.0,266797.295
2015-11-06,ir_uncleared,117470091.0,117470.091
2015-11-13,credit_cleared,1723415.0,1723.415
2015-11-13,credit_total,5381224.0,5381.224
2015-11-13,credit_uncleared,3657809.0,3657.809
2015-11-13,ir_cleared,151924927.0,151924.927
2015-11-13,ir_total,271369416.0,271369.416
2015-11-13,ir_uncleared,119444488.0,119444.488
2015-11-20,credit_cleared,1705917.0,1705.917
2015-11-20,credit_total,5256269.0,5256.269
2015-11-20,credit_uncleared,3550352.0,3550.352
2015-11-20,ir_cleared,151104914.0,151104.914
2015-11-20,ir_total,269688666.0,269688.666
2015-11-20,ir_uncleared,118583752.0,118583.752
2015-11-27,credit_cleared,1661340.0,1661.34
2015-11-27,credit_total,5200616.0,5200.616
2015-11-27,credit_uncleared,3539276.0,3539.276
2015-11-27,ir_cleared,150333670.0,150333.67
2015-11-27,ir_total,271281470.0,271281.47
2015-11-27,ir_uncleared,120947800.0,120947.8
2015-12-04,credit_cleared,1600378.0,1600.378
2015-12-04,credit_total,5201691.0,5201.691
2015-12-04,credit_uncleared,3601313.0,3601.313
2015-12-04,ir_cleared,151885212.0,151885.212
2015-12-04,ir_total,272700060.0,272700.06
2015-12-04,ir_uncleared,120814848.0,120814.848
2015-12-11,credit_cleared,1606948.0,1606.948
2015-12-11,credit_total,5277462.0,5277.462
2015-12-11,credit_uncleared,3670514.0,3670.514
2015-12-11,ir_cleared,152991879.0,152991.879
2015-12-11,ir_total,258758011.0,258758.011
2015-12-11,ir_uncleared,105766131.0,105766.131
2015-12-18,credit_cleared,1566015.0,1566.015
2015-12-18,credit_total,4951641.0,4951.641
2015-12-18,credit_uncleared,3385626.0,3385.626
2015-12-18,ir_cleared,142680447.0,142680.447
2015-12-18,ir_total,250693023.0,250693.023
2015-12-18,ir_uncleared,108012576.0,108012.576
2015-12-25,credit_cleared,1581482.0,1581.482
2015-12-25,credit_total,4817333.0,4817.333
2015-12-25,credit_uncleared,3235851.0,3235.851
2015-12-25,ir_cleared,142109097.0,142109.097
2015-12-25,ir_total,250086001.0,250086.001
2015-12-25,ir_uncleared,107976904.0,107976.904
2016-01-01,credit_cleared,1504921.0,1504.921
2016-01-01,credit_total,4690954.0,4690.954
2016-01-01,credit_uncleared,3186033.0,3186.033
2016-01-01,ir_cleared,140033602.0,140033.602
2016-01-01,ir_total,247394552.0,247394.552
2016-01-01,ir_uncleared,107360950.0,107360.95
2016-01-08,credit_cleared,1565272.0,1565.272
2016-01-08,credit_total,4807533.0,4807.533
2016-01-08,credit_uncleared,3242261.0,3242.261
2016-01-08,ir_cleared,143289813.0,143289.813
2016-01-08,ir_total,250458354.0,250458.354
2016-01-08,ir_uncleared,107168541.0,107168.541
2016-01-15,credit_cleared,1598974.0,1598.974
2016-01-15,credit_total,4922459.0,4922.459
2016-01-15,credit_uncleared,3323485.0,3323.485
2016-01-15,ir_cleared,145183857.0,145183.857
2016-01-15,ir_total,254382745.0,254382.745
2016-01-15,ir_uncleared,109198888.0,109198.888
2016-01-22,credit_cleared,1710413.0,1710.413
2016-01-22,credit_total,4957100.0,4957.1
2016-01-22,credit_uncleared,3246687.0,3246.687
2016-01-22,ir_cleared,144726570.0,144726.57
2016-01-22,ir_total,254782266.0,254782.266
2016-01-22,ir_uncleared,110055696.0,110055.696
2016-01-29,credit_cleared,1593665.0,1593.665
2016-01-29,credit_total,4658220.0,4658.22
2016-01-29,credit_uncleared,3064556.0,3064.556
2016-01-29,ir_cleared,143927921.0,143927.921
2016-01-29,ir_total,248634538.0,248634.538
2016-01-29,ir_uncleared,104706616.0,104706.616
2016-02-05,credit_cleared,1669244.0,1669.244
2016-02-05,credit_total,4822979.0,4822.979
2016-02-05,credit_uncleared,3153735.0,3153.735
2016-02-05,ir_cleared,149023305.0,149023.305
2016-02-05,ir_total,256635956.0,256635.956
2016-02-05,ir_uncleared,107612651.0,107612.651
2016-02-12,credit_cleared,1698692.0,1698.692
2016-02-12,credit_total,4972461.0,4972.461
2016-02-12,credit_uncleared,3273769.0,3273.769
2016-02-12,ir_cleared,153897583.0,153897.583
2016-02-12,ir_total,263184370.0,263184.37
2016-02-12,ir_uncleared,109286786.0,109286.786
2016-02-19,credit_cleared,1652936.0,1652.936
2016-02-19,credit_total,4827211.0,4827.211
2016-02-19,credit_uncleared,3174276.0,3174.276
2016-02-19,ir_cleared,152561137.0,152561.137
2016-02-19,ir_total,260608650.0,260608.65
2016-02-19,ir_uncleared,108047513.0,108047.513
2016-02-26,credit_cleared,1597026.0,1597.026
2016-02-26,credit_total,4800804.0,4800.804
2016-02-26,credit_uncleared,3203777.0,3203.777
2016-02-26,ir_cleared,154710492.0,154710.492
2016-02-26,ir_total,262543921.0,262543.921
2016-02-26,ir_uncleared,107833428.0,107833.428
2016-03-04,credit_cleared,1596150.0,1596.15
2016-03-04,credit_total,4797519.0,4797.519
2016-03-04,credit_uncleared,3201369.0,3201.369
2016-03-04,ir_cleared,156280910.0,156280.91
2016-03-04,ir_total,264217663.0,264217.663
2016-03-04,ir_uncleared,107936753.0,107936.753
2016-03-11,credit_cleared,1707196.0,1707.196
2016-03-11,credit_total,5045932.0,5045.932
2016-03-11,credit_uncleared,3338737.0,3338.737
2016-03-11,ir_cleared,162124184.0,162124.184
2016-03-11,ir_total,270336790.0,270336.79
2016-03-11,ir_uncleared,108212607.0,108212.607
2016-03-18,credit_cleared,1650732.0,1650.732
2016-03-18,credit_total,4750053.0,4750.053
2016-03-18,credit_uncleared,3099321.0,3099.321
2016-03-18,ir_cleared,155621677.0,155621.677
2016-03-18,ir_total,260922248.0,260922.248
2016-03-18,ir_uncleared,105300571.0,105300.571
2016-03-25,credit_cleared,1788398.0,1788.398
2016-03-25,credit_total,4954811.0,4954.811
2016-03-25,credit_uncleared,3166413.0,3166.413
2016-03-25,ir_cleared,149289043.0,149289.043
2016-03-25,ir_total,253206356.0,253206.356
2016-03-25,ir_uncleared,103917313.0,103917.313
2016-04-01,credit_cleared,1730985.0,1730.985
2016-04-01,credit_total,4958850.0,4958.85
2016-04-01,credit_uncleared,3227865.0,3227.865
2016-04-01,ir_cleared,152159407.0,152159.407
2016-04-01,ir_total,255836164.0,255836.164
2016-04-01,ir_uncleared,103676757.0,103676.757
2016-04-08,credit_cleared,1701912.0,1701.912
2016-04-08,credit_total,4958709.0,4958.709
2016-04-08,credit_uncleared,3256798.0,3256.798
2016-04-08,ir_cleared,156767393.0,156767.393
2016-04-08,ir_total,261746797.0,261746.797
2016-04-08,ir_uncleared,104979404.0,104979.404
2016-04-15,credit_cleared,1631984.0,1631.984
2016-04-15,credit_total,4735871.0,4735.871
2016-04-15,credit_uncleared,3103887.0,3103.887
2016-04-15,ir_cleared,154163074.0,154163.074
2016-04-15,ir_total,258531450.0,258531.45
2016-04-15,ir_uncleared,104368376.0,104368.376
2016-04-22,credit_cleared,1682515.0,1682.515
2016-04-22,credit_total,4654890.0,4654.89
2016-04-22,credit_uncleared,2972375.0,2972.375
2016-04-22,ir_cleared,153826189.0,153826.189
2016-04-22,ir_total,257743360.0,257743.36
2016-04-22,ir_uncleared,103917171.0,103917.171
2016-04-29,credit_cleared,1624573.0,1624.573
2016-04-29,credit_total,4616599.0,4616.599
2016-04-29,credit_uncleared,2992026.0,2992.026
2016-04-29,ir_cleared,154649391.0,154649.391
2016-04-29,ir_total,257546636.0,257546.636
2016-04-29,ir_uncleared,102897245.0,102897.245
2016-05-06,credit_cleared,1616020.0,1616.02
