date,commodity_total,credit_cleared,credit_total,credit_uncleared,cross_currency_cleared,cross_currency_total,cross_currency_uncleared,equity_cleared,equity_total,fx_cleared,fx_total,fx_uncleared,ir_cleared,ir_total,ir_uncleared,ir_cleared_pct,credit_cleared_pct,fx_cleared_pct,cross_currency_cleared_pct,equity_cleared_pct
2013-09-13,,3017.463,20136.443,17118.98,,16643.657,16643.657,,,,,,214882.826,423480.877,208598.051,0.507420376386913,0.14985084505739174,,,
2013-09-20,,3139.99,19551.056,16411.066,,16720.847,16720.847,,5874.865,,,,208550.798,414947.461,206396.663,0.5025956719855673,0.16060462411851306,,,
2013-09-27,,3161.527,19092.493,15930.966,,16678.663,16678.663,,5874.865,,,,210869.228,415624.591,204755.363,0.5073550328017045,0.16559005678305083,,,
2013-10-04,,3194.237,19181.631,15987.394,,16854.565,16854.565,,,,,,212856.077,419957.125,207101.047,0.5068519244672893,0.16652582879943836,,,
2013-10-11,,3258.614,19191.667,15933.053,,16835.919,16835.919,,,,,,212263.284,418175.079,205911.795,0.5075942940157847,0.169793171171634,,,
2013-10-18,,2199.88,9341.812,7141.932,0.0,13104.848,13104.848,,4420.0,,31450.0,,187919.849,312432.331,124512.482,0.6014737604092579,0.2354875049936779,,0.0,
2013-10-25,,2179.209,9212.082,7243.293,0.0,13086.357,13086.357,,4420.0,,31450.0,,191874.16,316545.549,124671.389,0.6061502384290357,0.23655987864632552,,0.0,
2013-11-01,,2168.663,9443.358,7274.695,0.0,13020.338,13020.338,,4420.0,,31450.0,,193208.931,316965.964,123757.034,0.6095573435133875,0.22964955898103195,,0.0,
2013-11-08,,2186.928,9052.362,6865.434,0.0,13054.556,13054.556,,4420.0,,31450.0,,196616.542,320090.917,123474.375,0.6142521751093611,0.2415864500337039,,0.0,
2013-11-15,,2191.149,9147.397,6956.248,0.0,12056.904,12056.904,,4420.0,,31450.0,,197901.056,319484.671,121583.616,0.6194383454472532,0.2395379800395675,,0.0,
2013-11-22,,2276.704,9419.352,7142.648,0.0,13516.888,13516.888,,4420.0,,31450.0,,204094.707,333271.155,129176.448,0.6123983547270989,0.2417049495549163,,0.0,
2013-11-29,,2387.796,9456.107,7068.311,0.0,11709.155,11709.155,,4420.0,,31450.0,,205021.628,328917.44,123895.812,0.6233224604934295,0.2525136401269571,,0.0,
2013-12-06,,2191.267,9284.295,7093.028,0.0,12146.36,12146.36,,4420.0,,31450.0,,200134.924,330112.957,129978.033,0.6062619468765656,0.2360186745466403,,0.0,
2013-12-13,,2038.936,9297.635,7258.699,0.0,14183.751,14183.751,,4420.0,,31450.0,,224495.803,370754.708,146258.905,0.6055103230138889,0.21929619736631947,,0.0,
2013-12-20,,2066.271,8870.927,6804.656,0.0,14012.142,14012.142,,4420.0,,31450.0,,224410.384,368660.208,144249.824,0.6087187581687687,0.23292616431180194,,0.0,
2013-12-27,,2032.736,8580.339,6547.603,0.0,14137.477,14137.477,,4420.0,,31450.0,,223388.59,367274.928,143886.338,0.6082326153229822,0.23690625743341845,,0.0,
2014-01-03,,2018.663,8561.452,6542.789,0.0,14341.303,14341.303,,4420.0,,31450.0,,199536.842,342535.726,142998.884,0.582528556451948,0.2357851214957463,,0.0,
2014-01-10,,2036.194,8794.206,6758.012,0.0,14384.232,14384.232,,4420.0,,31450.0,,202604.498,345289.146,142684.648,0.5867676419808457,0.23153812862696188,,0.0,
2014-01-17,,2004.391,8700.274,6695.883,0.0,14188.171,14188.171,,4420.0,,31450.0,,202151.426,342354.081,140202.655,0.590474707967626,0.23038251438977672,,0.0,
2014-01-24,,2108.766,8179.491,6070.725,0.0,16888.898,16888.898,,4420.0,,31450.0,,193525.112,329761.154,136236.042,0.5868644916253538,0.25781139682163595,,0.0,
2014-01-31,,2163.0490290000002,8304.5389524,6141.4899233999995,0.0,16900.116242,16900.116242,,4420.0,,31450.0,,206743.61385,343315.54933,136571.93548,0.6021970582266722,0.26046587792509324,,0.0,
2014-02-07,,2176.024,8227.305,6051.281,0.0,15673.612,15673.612,,4420.0,,31450.0,,209859.85595,333371.31032,123511.45437,0.6295078474166163,0.26448806747774634,,0.0,
2014-02-14,,2172.6529057999996,7438.9174818,5266.2645760000005,0.0,15513.373799,15513.373799,,4420.0,,31450.0,,205545.72624000002,332814.2997,127268.57346,0.6175988424333921,0.2920657355207389,,0.0,
2014-02-21,,2241.658,7916.085,5674.427,0.0,16269.924,16269.924,,4420.0,,31450.0,,209359.96155,342084.28468,132724.32313,0.6120128018913354,0.2831776061020062,,0.0,
2014-02-28,,2291.9018633,8521.129975099999,6229.2281118,0.0,16265.064916,16265.064916,,4420.0,,31450.0,,212880.64588999999,344278.82361,131398.17772,0.6183379031501274,0.2689668940618528,,0.0,
2014-05-09,,2179.584,8179.892,6000.308,0.0,15907.544,15907.544,,4420.0,,31450.0,,209513.951,341122.138,131608.187,0.6141904252488005,0.26645632974127287,,0.0,
2014-05-16,,2185.274,8242.682,6057.408,0.0,15461.306,15461.306,,4420.0,,31450.0,,209412.092,337553.804,128141.712,0.6203813718538335,0.26511686366160914,,0.0,
2014-05-23,,1892.714,7910.471,6017.757,0.0,15883.667,15883.667,,4420.0,,31450.0,,214309.1,346142.577,131833.476,0.6191353339349525,0.23926691596492802,,0.0,
2014-05-30,,1944.729,7859.275,5914.546,0.0,15913.803,15913.803,,4420.0,,31450.0,,214324.038,345211.977,130887.938,0.620847630671864,0.2474438163825544,,0.0,
2014-06-06,,1965.172,7897.758,5932.585,0.0,15887.351,15887.351,,4420.0,,31450.0,,217770.386,345862.18,128091.794,0.6296449817091884,0.24882656571649828,,0.0,
2014-06-27,,1899.06,7439.286,5540.226,0.0,15903.169,15903.169,,4420.0,,31450.0,,214292.86,344249.003,129956.143,0.6224937708824678,0.255274498117158,,0.0,
2014-07-04,,2059.259,7623.908,5564.649,0.0,15640.161,15640.161,,4420.0,,31450.0,,206960.968,337528.083,130567.115,0.6131666620463104,0.27010543673926807,,0.0,
2014-07-11,,1832.439,7520.233,5687.794,0.0,15628.441,15628.441,,4420.0,,31450.0,,223940.948,364857.464,140916.516,0.6137765294558973,0.2436678491211642,,0.0,
2014-07-18,,1824.14,7344.718,5520.578,0.0,15254.987,15254.987,,4420.0,,31450.0,,212493.291,348017.354,135524.063,0.6105824567587512,0.24836079479157677,,0.0,
2014-07-25,,1778.846,7311.293,5532.447,0.0,15506.896,15506.896,,4420.0,,31450.0,,214133.066,353155.376,139022.31,0.6063423652936264,0.24330115069933594,,0.0,
2014-08-01,,1947.551,7564.73,5617.179,0.0,15048.259,15048.259,,4420.0,,31450.0,,215222.878,352719.834,137496.956,0.610180821303063,0.2574514886849894,,0.0,
2014-08-08,,1950.063,7921.224,5971.161,0.0,15217.293,15217.293,,4420.0,,31450.0,,217364.286,358075.216,140710.93,0.6070352716061755,0.24618202944393444,,0.0,
2014-08-15,,1917.711,7631.488,5713.777,0.0,15283.363,15283.363,,4420.0,,31450.0,,217814.34,360650.391,142836.051,0.60394871442133,0.25128926364032805,,0.0,
2014-08-22,,1821.087,7030.556,5209.47,0.0,15277.545,15277.545,,4420.0,,31450.0,,216281.415,359861.586,143580.171,0.601012787733337,0.2590246063042525,,0.0,
2014-08-29,,1787.577,7011.276,5223.698,0.0,15036.054,15036.054,,4420.0,,31450.0,,215219.664,352569.921,137350.256,0.6104311547325673,0.2549574428392207,,0.0,
2014-09-05,,1833.456,6961.262,5127.806,0.0,15371.754,15371.754,,4420.0,,31450.0,,214778.101,354133.747,139355.646,0.6064886580831846,0.2633798296918001,,0.0,
2014-09-12,,1666.695,6713.235,5046.541,0.0,15451.619,15451.619,,4420.0,,31450.0,,214578.962,354285.17,139706.208,0.605667355480897,0.2482700218300119,,0.0,
2014-09-19,,1912.319,6722.891,4810.572,0.0,15736.533,15736.533,,4420.0,,31450.0,,215150.777,346465.733,131314.956,0.6209871756639206,0.284448907471503,,0.0,
2014-09-26,,1853.914,6666.525,4812.61,0.0,15754.707,15754.707,,4420.0,,31450.0,,215362.903,343610.252,128247.349,0.6267650681156044,0.2780930094764514,,0.0,
2014-10-03,,1882.894,6788.358,4905.464,0.0,15695.351,15695.351,,4420.0,,31450.0,,214763.961,337773.371,123009.41,0.6358226534086372,0.2773710520276037,,0.0,
2014-10-10,,2085.102,7112.439,5027.337,0.0,15298.49,15298.49,,4420.0,,31450.0,,215797.119,336387.952,120590.833,0.6415126276579609,0.29316272519173797,,0.0,
2014-10-17,,2235.139,7220.976,4985.837,0.0,15475.844,15475.844,,4420.0,,31450.0,,221922.518,344863.355,122940.837,0.6435085513797197,0.30953419593140874,,0.0,
2014-10-24,,2123.312,7204.953,5081.641,0.0,15434.511,15434.511,,4420.0,,31450.0,,223191.563,346199.808,123008.245,0.6446900253624634,0.2947017142235348,,0.0,
2014-10-31,,2112.053,7210.876,5098.823,0.0,15019.904,15019.904,,4420.0,,31450.0,,222955.734,341814.685,118858.951,0.6522707881903903,0.29289825535760144,,0.0,
2014-11-07,,2031.694,7122.852,5091.157,0.0,15308.209,15308.209,,4420.0,,31450.0,,221068.178,341485.467,120417.289,0.6473721413157533,0.2852360262434205,,0.0,
2014-11-14,,2005.357,7054.512,5049.155,0.0,15296.162,15296.162,,4420.0,,31450.0,,221003.616,341193.996,120190.38,0.6477359466782646,0.2842658712608328,,0.0,
2014-11-21,,1886.955,6794.815,4907.86,0.0,15358.653,15358.653,,4420.0,,31450.0,,222146.581,340743.933,118597.353,0.6519458146889441,0.277705132516485,,0.0,
2014-11-28,,2021.616,6933.46,4911.844,0.0,15095.63,15095.63,,4420.0,,31450.0,,224156.103,340517.887,116361.784,0.6582799657746027,0.2915739039382934,,0.0,
2014-12-05,,1821.077,6753.318,4932.241,0.0,15459.98,15459.98,,4420.0,,31450.0,,223000.308,341274.579,118274.271,0.6534336915847458,0.26965663396866546,,0.0,
2014-12-12,,1882.225,6819.005,4936.78,0.0,15361.156,15361.156,,4420.0,,31450.0,,222682.596,338185.54,115502.944,0.6584627953046129,0.2760263410864195,,0.0,
2014-12-19,,1938.576,6490.503,4551.927,0.0,15096.589,15096.589,,4420.0,,31450.0,,207042.391,320149.856,113107.465,0.6467046201014065,0.2986788543199194,,0.0,
2014-12-26,,1914.519,6240.051,4325.532,0.0,15066.186,15066.186,,4420.0,,31450.0,,199141.1,311213.412,112072.312,0.6398859828059081,0.3068114347142355,,0.0,
2015-01-02,,1794.992,6110.139,4315.147,0.0,15066.697,15066.697,,4420.0,,31450.0,,191940.244,302973.465,111033.221,0.6335216320016672,0.2937726948601333,,0.0,
2015-01-09,,1720.103,6070.251,4350.148,0.0,15143.394,15143.394,,4420.0,,31450.0,,192715.012,304067.023,111352.011,0.6337912283240265,0.2833660420302225,,0.0,
2015-01-16,,1708.692,6065.927,4357.235,0.0,15230.808,15230.808,,4420.0,,31450.0,,188690.532,298918.531,110227.999,0.631244009425431,0.2816868716026421,,0.0,
2015-01-23,,1704.444,5909.978,4205.533,0.0,10202.196,10202.196,,4420.0,,31450.0,,182832.853,285846.533,103013.68,0.639618927965098,0.28840107357421635,,0.0,
2015-01-30,,1752.7,6020.837,4268.137,0.0,10318.049,10318.049,,4420.0,,31450.0,,183185.93,286255.437,103069.508,0.6399386922387085,0.29110570507057404,,0.0,
2015-02-06,,1692.901,5994.466,4301.565,0.0,10628.873,10628.873,,4420.0,,31450.0,,183146.246,287789.504,104643.257,0.6363895953620324,0.2824106434167781,,0.0,
2015-02-13,,1672.864,6053.683,4380.819,0.0,10236.653,10236.653,,4420.0,,31450.0,,181044.016,284529.007,103484.991,0.6362937048453552,0.2763382225332909,,0.0,
2015-02-20,,1714.007,5986.222,4272.215,0.0,10600.194,10600.194,,4420.0,,31450.0,,183698.451,289552.211,105853.759,0.6344225463365569,0.28632533173677827,,0.0,
2015-02-27,,1687.542,5997.416,4309.874,0.0,10618.852,10618.852,,4420.0,,31450.0,,182789.448,289479.267,106689.819,0.6314422787314852,0.2813781802029407,,0.0,
2015-03-06,,1693.434,5956.14,4262.706,0.0,10093.913,10093.913,,4420.0,,31450.0,,178984.699,285418.163,106433.464,0.6270963876955511,0.28431735990087537,,0.0,
2015-03-13,,1627.139,5838.388,4211.25,0.0,10472.209,10472.209,,4420.0,,31450.0,,177069.935,284949.861,107879.926,0.6214073394476932,0.27869661968337833,,0.0,
2015-03-20,,1932.441,6031.192,4098.751,0.0,10105.926,10105.926,,4420.0,,31450.0,,170237.847,273670.231,103432.384,0.6220546764547438,0.3204078066160056,,0.0,
2015-03-27,,1828.361,5987.012,4158.651,0.0,10385.125,10385.125,,4420.0,,31450.0,,168678.296,272821.705,104143.409,0.6182730072741096,0.30538789633292873,,0.0,
2015-04-03,,1707.135,5839.156,4132.021,0.0,10428.202,10428.202,,4420.0,,31450.0,,163483.416,268122.174,104638.758,0.6097347845613097,0.2923598889976565,,0.0,
2015-04-10,,1638.736,5670.96,4032.224,0.0,10319.499,10319.499,,4420.0,,31450.0,,165982.784,268912.707,102929.923,0.6172366707832814,0.28896976878694264,,0.0,
2015-04-17,,1707.752,5684.306,3976.554,0.0,9933.917,9933.917,,4420.0,,31450.0,,165255.593,267190.371,101934.777,0.6184938191503915,0.30043280569343034,,0.0,
2015-04-24,,1638.094,5651.809,4013.715,0.0,10304.581,10304.581,,4420.0,,31450.0,,163511.969,264846.23,101334.261,0.6173845442315717,0.2898353429848744,,0.0,
2015-05-01,,1711.647,5850.143,4138.496,0.0,10067.381,10067.381,,4420.0,,31450.0,,161306.508,261360.548,100054.041,0.6171800190746463,0.292582078762861,,0.0,
2015-05-08,,1742.25,5927.765,4185.516,0.0,10934.306,10934.306,,4420.0,,31450.0,,166651.279,268313.048,101661.769,0.6211076212737892,0.2939134732905235,,0.0,
2015-05-15,,1656.049,5885.133,4229.084,0.0,10736.154,10736.154,,4420.0,,31450.0,,144452.001,245019.519,100567.518,0.5895530347523047,0.28139533974848147,,0.0,
2015-05-22,,1608.751,5749.906,4141.155,0.0,11033.556,11033.556,,4420.0,,31450.0,,166091.761,268022.809,101931.048,0.6196926359353244,0.2797873565237414,,0.0,
2015-05-29,,1725.894,5913.816,4187.922,0.0,10500.253,10500.253,,4420.0,,31450.0,,162523.312,261615.72,99092.409,0.6212291524377817,0.2918410041841004,,0.0,
2015-06-05,,1659.993,5937.129,4277.136,0.0,10925.015,10925.015,,4420.0,,31450.0,,164753.433,265634.312,100880.88,0.6202264751098872,0.27959523870881026,,0.0,
2015-06-12,,1674.021,6063.186,4389.164,0.0,11068.955,11068.955,,4420.0,,31450.0,,167554.216,269635.269,102081.053,0.6214106063402263,0.2760959337219739,,0.0,
2015-06-19,,1732.566,5978.692,4246.125,0.0,11079.424,11079.424,,4420.0,,31450.0,,160507.612,262022.433,101514.821,0.6125720235564716,0.2897901413887854,,0.0,
2015-06-26,,1624.737,5566.069,3941.332,0.0,10858.373,10858.373,,4420.0,,31450.0,,158955.546,259007.267,100051.722,0.6137107573896758,0.2919002621059854,,0.0,
2015-07-03,,1680.346,5637.725,3957.379,0.0,10930.071,10930.071,,4420.0,,31450.0,,158508.019,258064.257,99556.238,0.6142191903778446,0.29805391359103184,,0.0,
2015-07-10,,1694.057,5788.538,4094.48,0.0,11424.995,11424.995,,4420.0,,31450.0,,160505.671,260083.023,99577.352,0.6171324415896228,0.2926571441700824,,0.0,
2015-07-17,,1620.071,5444.365,3824.294,0.0,11328.533,11328.533,,4420.0,,31450.0,,158911.491,257410.67,98499.179,0.6173461690612903,0.29756840329404805,,0.0,
2015-07-24,,1552.936,5418.442,3865.506,0.0,11096.274,11096.274,,4420.0,,31450.0,,157329.089,252550.133,95221.044,0.6229618140806918,0.28660194203426004,,0.0,
2015-07-31,,1601.48,5454.676,3853.196,0.0,11060.305,11060.305,,4420.0,,31450.0,,157583.152,253516.195,95933.043,0.6215900802708088,0.29359763989648513,,0.0,
2015-08-07,,1605.448,5475.233,3869.785,0.0,11063.773,11063.773,,4420.0,,31450.0,,156115.62,253453.109,97337.489,0.6159546458749496,0.2932200328278267,,0.0,
2015-08-14,,1558.382,5467.095,3908.713,0.0,11024.531,11024.531,,4420.0,,31450.0,,159076.313,256409.342,97333.03,0.620399833169885,0.28504754353088796,,0.0,
2015-08-21,,1610.977,5433.627,3822.65,0.0,10781.521,10781.521,,4420.0,,31450.0,,159258.887,255415.155,96156.268,0.6235295121779285,0.2964828097327991,,0.0,
2015-08-28,,1604.429,5470.297,3865.868,0.0,10992.817,10992.817,,4420.0,,31450.0,,160031.005,257751.18,97720.175,0.6208739956108058,0.2932983346242444,,0.0,
2015-09-04,,1577.675,5447.367,3869.693,0.0,10878.073,10878.073,,4420.0,,31450.0,,157674.48,254877.527,97203.047,0.6186284128533623,0.2896215731379949,,0.0,
2015-09-11,,1581.631,5505.478,3923.847,0.0,11032.589,11032.589,,4420.0,,31450.0,,158358.156,256208.506,97850.35,0.6180831326497801,0.2872831387211065,,0.0,
2015-09-18,,1663.548,5353.489,3689.941,0.0,11005.805,11005.805,,4420.0,,31450.0,,150963.052,248201.746,97238.694,0.6082271959521187,0.310740901867922,,0.0,
2015-09-25,,1734.995,5483.47,3748.475,0.0,10690.237,10690.237,,4420.0,,31450.0,,149640.318,255600.241,105959.923,0.585446701515434,0.31640457593458154,,0.0,
2015-10-02,,1776.785,5605.893,3829.108,0.0,11007.837,11007.837,,4420.0,,31450.0,,152640.385,264347.555,111707.17,0.5774231011896441,0.3169495029605453,,0.0,
2015-10-09,,1820.227,5712.168,3891.941,0.0,11140.445,11140.445,,4420.0,,31450.0,,153754.238,267213.747,113459.51,0.5753979341489494,0.3186578195879393,,0.0,
2015-10-16,,1760.476,5710.021,3949.545,,,,,,,,,153654.996,268369.227,114714.231,0.5725507269132613,0.3083134019997475,,,
2015-10-23,,1754.87,5532.576,3777.706,,,,,,,,,150920.806,265277.9,114357.094,0.5689158652115386,0.3171885935231617,,,
2015-10-30,,1632.245,5416.603,3784.358,,,,,,,,,148819.31,263697.175,114877.865,0.5643568612367577,0.30134108037823704,,,
2015-11-06,,1624.652,5304.898,3680.245,,,,,,,,,149327.204,266797.295,117470.091,0.5597028410651615,0.30625508727971773,,,
2015-11-13,,1723.415,5381.224,3657.809,,,,,,,,,151924.927,271369.416,119444.488,0.5598454285651703,0.32026449744519087,,,
2015-11-20,,1705.917,5256.269,3550.352,,,,,,,,,151104.914,269688.666,118583.752,0.5602938982982695,0.3245490289785397,,,
2015-11-27,,1661.34,5200.616,3539.276,,,,,,,,,150333.67,271281.47,120947.8,0.554161218604426,0.319450618926681,,,
2015-12-04,,1600.378,5201.691,3601.313,,,,,,,,,151885.212,272700.06,120814.848,0.5569680182688629,0.3076649497250029,,,
2015-12-11,,1606.948,5277.462,3670.514,,,,,,,,,152991.879,258758.011,105766.131,0.5912546568461604,0.3044925761663466,,,
2015-12-18,,1566.015,4951.641,3385.626,,,,,,,,,142680.447,250693.023,108012.576,0.5691440682814695,0.31626182108113254,,,
2015-12-25,,1581.482,4817.333,3235.851,,,,,,,,,142109.097,250086.001,107976.904,0.5682409108537028,0.32828994798574235,,,
2016-01-01,,1504.921,4690.954,3186.033,,,,,,,,,140033.602,247394.552,107360.95,0.5660334913114822,0.320813420894769,,,
2016-01-08,,1565.272,4807.533,3242.261,,,,,,,,,143289.813,250458.354,107168.541,0.5721103357566584,0.32558736466291543,,,
2016-01-15,,1598.974,4922.459,3323.485,,,,,,,,,145183.857,254382.745,109198.888,0.5707299722707214,0.32483236528734927,,,
2016-01-22,,1710.413,4957.1,3246.687,,,,,,,,,144726.57,254782.266,110055.696,0.568040202609706,0.3450430695366242,,,
2016-01-29,,1593.665,4658.22,3064.556,,,,,,,,,143927.921,248634.538,104706.616,0.5788734025358939,0.3421188780263706,,,
2016-02-05,,1669.244,4822.979,3153.735,,,,,,,,,149023.305,256635.956,107612.651,0.5806797586851001,0.34610227413389105,,,
2016-02-12,,1698.692,4972.461,3273.769,,,,,,,,,153897.583,263184.37,109286.786,0.5847519858417125,0.34161997449552645,,,
2016-02-19,,1652.936,4827.211,3174.276,,,,,,,,,152561.137,260608.65,108047.513,0.5854031974763693,0.3424204991246498,,,
2016-02-26,,1597.026,4800.804,3203.777,,,,,,,,,154710.492,262543.921,107833.428,0.5892747065356734,0.33265802978001185,,,
2016-03-04,,1596.15,4797.519,3201.369,,,,,,,,,156280.91,264217.663,107936.753,0.59148547536733,0.33270321597475694,,,
2016-03-11,,1707.196,5045.932,3338.737,,,,,,,,,162124.184,270336.79,108212.607,0.5997118779134724,0.33833115468064173,,,
2016-03-18,,1650.732,4750.053,3099.321,,,,,,,,,155621.677,260922.248,105300.571,0.5964293125360471,0.3475186487392877,,,
2016-03-25,,1788.398,4954.811,3166.413,,,,,,,,,149289.043,253206.356,103917.313,0.5895943741633405,0.3609417190685982,,,
2016-04-01,,1730.985,4958.85,3227.865,,,,,,,,,152159.407,255836.164,103676.757,0.5947533164232404,0.3490698448228924,,,
2016-04-08,,1701.912,4958.709,3256.798,,,,,,,,,156767.393,261746.797,104979.404,0.5989276460945576,0.34321675258620743,,,
2016-04-15,,1631.984,4735.871,3103.887,,,,,,,,,154163.074,258531.45,104368.376,0.5963029797728671,0.34460060250796526,,,
2016-04-22,,1682.515,4654.89,2972.375,,,,,,,,,153826.189,257743.36,103917.171,0.596819211947885,0.3614510761801031,,,
2016-04-29,,1624.573,4616.599,2992.026,,,,,,,,,154649.391,257546.636,102897.245,0.6004714074386124,0.3518982263783361,,,
2016-05-06,,1616.02,4595.681,2979.662,,,,,,,,,158285.971,260931.814,102645.843,0.6066181374111782,0.35163885395874955,,,
2016-05-13,,1578.54,4565.082,2986.542,,,,,,,,,159517.76,261300.041,101782.281,0.6104773630709075,0.34578568358684464,,,
2016-05-20,,1564.799,4481.624,2916.825,,,,,,,,,159951.08,262057.282,102106.202,0.6103668586473395,0.34915892096257967,,,
2016-05-27,,1556.352,4492.253,2935.902,,,,,,,,,159520.589,249575.365,90054.776,0.6391680084290371,0.34645243711785606,,,
2016-06-03,,1578.288,4579.136,3000.848,,,,,,,,,163328.762,254200.488,90871.726,0.6425194667604257,0.34466938741282194,,,
2016-06-10,,1596.996,4644.774,3047.777,,,,,,,,,162629.708,252231.745,89602.037,0.6447630451908423,0.343826416527478,,,
2016-06-17,,1694.758,4750.306,3055.548,,,,,,,,,159176.835,248541.637,89364.802,0.6404433354561031,0.35676817451338927,,,
2016-06-24,,1603.481,4471.391,2867.91,,,,,,,,,159935.952,248863.41,88927.458,0.6426655971643239,0.35860898767296356,,,
2016-07-01,,1633.655,4544.786,2911.131,,,,,,,,,161982.947,249880.897,87897.949,0.6482406176091163,0.3594569689309904,,,
2016-07-08,,1615.046,4571.321,2956.275,,,,,,,,,161703.247,250033.634,88330.388,0.6467259800735449,0.35329962608182625,,,
2016-07-15,,1602.828,4522.153,2919.325,,,,,,,,,160063.588,240268.328,80204.74,0.6661867976207001,0.3544391355179712,,,
2016-07-22,,1619.3,4256.191,2636.892,,,,,,,,,160435.002,236190.055,75755.053,0.6792623084828868,0.3804575499548775,,,
2016-07-29,,1603.907,4350.682,2746.775,,,,,,,,,157290.827,236208.117,78917.29,0.6658993306313855,0.3686564543214144,,,
2016-08-05,,1621.497,4393.567,2772.069,,,,,,,,,156738.412,235076.171,78337.759,0.6667558491073092,0.3690616303336219,,,
2016-08-12,,1597.384,4389.069,2791.684,,,,,,,,,157382.196,236804.769,79422.572,0.6646073753692012,0.36394597578666454,,,
2016-08-19,,1622.488,4372.156,2749.669,,,,,,,,,158323.377,238194.733,79871.356,0.6646804276734364,0.37109563336715345,,,
2016-08-26,,1613.658,4391.701,2778.043,,,,,,,,,158557.01,238111.969,79554.959,0.6658926498566731,0.36743348420122407,,,
2016-09-02,,1615.253,4389.562,2774.309,,,,,,,,,159793.788,238043.858,78250.07,0.6712787691417772,0.36797589372242606,,,
2016-09-09,,1655.88,4356.335,2700.455,,,,,,,,,161542.098,239363.857,77821.759,0.6748809115321032,0.3801085086431599,,,
2016-09-16,,1704.137,4441.779,2737.642,,,,,,,,,159299.675,237350.933,78051.258,0.6711567255562463,0.3836609160428738,,,
2016-09-23,,1935.063,4567.311,2632.248,,,,,,,,,153414.183,231449.543,78035.361,0.6628407255053426,0.42367664474786154,,,
2016-09-30,,1681.09,4253.45,2572.36,,,,,,,,,138156.442,213631.268,75474.826,0.6467051536669248,0.3952297546697387,,,
2016-10-07,,1678.165,4399.157,2720.992,,,,,,,,,138807.61,218054.468,79246.858,0.6365731061286943,0.381474223356884,,,
2016-10-14,,1618.078,4254.871,2636.793,,,,,,,,,138381.925,213780.435,75398.51,0.6473086510465749,0.3802883800707471,,,
2016-10-21,,1596.503,4166.136,2569.633,,,,,,,,,139687.442,215420.959,75733.517,0.6484394213471123,0.3832095255651759,,,
2016-10-28,,1565.399,4186.028,2620.629,,,,,,,,,138281.726,214478.094,76196.368,0.6447358954989594,0.37395808150351595,,,
2016-11-04,,1600.543,4294.091,2693.548,,,,,,,,,138228.893,215312.213,77083.319,0.6419928116200265,0.3727315047585158,,,
2016-11-11,,1627.42,4310.581,2683.16,,,,,,,,,127724.599,200598.776,72874.177,0.6367167414820118,0.3775407537870185,,,
2016-11-18,,1588.681,4180.354,2591.673,,,,,,,,,136341.671,210823.729,74482.058,0.6467093227442154,0.3800350400946905,,,
2016-11-25,,1683.168,4267.097,2583.929,,,,,,,,,137039.276,211343.597,74304.322,0.648419341514283,0.39445271574562285,,,
2016-12-02,,1578.735,4191.127,2612.392,,,,,,,,,140275.386,215526.831,75251.446,0.6508488309745527,0.37668507778456717,,,
2016-12-09,,1595.567,4245.582,2650.015,,,,,,,,,139035.121,213892.21,74857.089,0.6500242388444162,0.3758182034877668,,,
2016-12-16,,1568.096,4213.442,2645.346,,,,,,,,,136032.595,210754.448,74721.853,0.6454553927137044,0.37216508498277656,,,
2016-12-23,,1455.124,3561.855,2106.731,,,,,,,,,127366.773,201118.051,73751.277,0.6332935923290147,0.4085298250490264,,,
2016-12-30,,1457.95,3568.813,2110.863,,,,,,,,,127344.075,200866.412,73522.338,0.6339739617592213,0.4085251875063221,,,
2017-01-06,,1430.684,3612.431,2181.747,,,,,,,,,130780.697,203345.764,72565.067,0.6431444374715374,0.3960446580156133,,,
2017-01-13,,1402.921,3631.155,2228.233,,,,,,,,,134060.909,207395.442,73334.533,0.646402388148916,0.3863566826533155,,,
2017-01-20,,1414.373,3576.314,2161.941,,,,,,,,,133388.454,206850.371,73461.917,0.6448547969971975,0.3954834502786948,,,
2017-01-27,,1418.187,3622.545,2204.359,,,,,,,,,132971.42,206592.363,73620.942,0.6436415076969714,0.3914891326401742,,,
2017-02-03,,1493.867,3738.243,2244.375,,,,,,,,,136423.988,210597.776,74173.787,0.6477940583760011,0.39961741384923344,,,
2017-02-10,,1509.153,3808.406,2299.253,,,,,,,,,139180.791,215595.544,76414.752,0.6455643211253012,0.39626893771304844,,,
2017-02-17,,1512.957,3775.001,2262.045,,,,,,,,,141521.154,218566.218,77045.064,0.6474978397622272,0.4007832050905417,,,
2017-02-24,,1482.827,3796.598,2313.772,,,,,,,,,140729.014,218593.044,77864.03,0.6437945664913289,0.39056729208623087,,,
2017-03-03,,1488.891,3846.751,2357.86,,,,,,,,,145677.734,225525.209,79847.475,0.6459487817169033,0.3870515663738048,,,
2017-03-10,,1535.18,3915.02,2379.84,,,,,,,,,147100.186,227569.246,80469.06,0.6463974749909748,0.3921257107243386,,,
2017-03-17,,1549.432,3757.41,2207.978,,,,,,,,,142072.762,221846.766,79774.004,0.6404094346815945,0.41236702941653963,,,
2017-03-24,,1760.165,4071.862,2311.697,,,,,,,,,140712.487,219548.295,78835.808,0.6409181496945808,0.4322752097197793,,,
