exposure,ratio_bucket,month,fund_count,exposure_type
Excluding IRDs,"[5,10)",2014-02,49,SNE_excl_IRD
Excluding IRDs,10 or more,2014-02,36,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-03,1075,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-03,156,SNE_excl_IRD
Including IRDs,"[3,5)",2014-03,64,SNE_excl_IRD
Including IRDs,"[5,10)",2014-03,58,SNE_excl_IRD
Including IRDs,10 or more,2014-03,65,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-03,1159,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-03,132,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-03,42,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-03,49,SNE_excl_IRD
Excluding IRDs,10 or more,2014-03,36,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-04,1118,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-04,150,SNE_excl_IRD
Including IRDs,"[3,5)",2014-04,79,SNE_excl_IRD
Including IRDs,"[5,10)",2014-04,49,SNE_excl_IRD
Including IRDs,10 or more,2014-04,65,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-04,1205,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-04,130,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-04,52,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-04,39,SNE_excl_IRD
Excluding IRDs,10 or more,2014-04,35,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-05,1118,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-05,144,SNE_excl_IRD
Including IRDs,"[3,5)",2014-05,71,SNE_excl_IRD
Including IRDs,"[5,10)",2014-05,60,SNE_excl_IRD
Including IRDs,10 or more,2014-05,68,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-05,1201,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-05,124,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-05,56,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-05,44,SNE_excl_IRD
Excluding IRDs,10 or more,2014-05,36,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-06,1114,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-06,153,SNE_excl_IRD
Including IRDs,"[3,5)",2014-06,72,SNE_excl_IRD
Including IRDs,"[5,10)",2014-06,57,SNE_excl_IRD
Including IRDs,10 or more,2014-06,67,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-06,1199,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-06,135,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-06,47,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-06,50,SNE_excl_IRD
Excluding IRDs,10 or more,2014-06,32,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-07,1134,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-07,150,SNE_excl_IRD
Including IRDs,"[3,5)",2014-07,77,SNE_excl_IRD
Including IRDs,"[5,10)",2014-07,57,SNE_excl_IRD
Including IRDs,10 or more,2014-07,80,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-07,1226,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-07,132,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-07,53,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-07,44,SNE_excl_IRD
Excluding IRDs,10 or more,2014-07,43,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-08,1132,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-08,155,SNE_excl_IRD
Including IRDs,"[3,5)",2014-08,70,SNE_excl_IRD
Including IRDs,"[5,10)",2014-08,60,SNE_excl_IRD
Including IRDs,10 or more,2014-08,81,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-08,1230,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-08,125,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-08,52,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-08,45,SNE_excl_IRD
Excluding IRDs,10 or more,2014-08,46,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-09,1123,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-09,161,SNE_excl_IRD
Including IRDs,"[3,5)",2014-09,69,SNE_excl_IRD
Including IRDs,"[5,10)",2014-09,65,SNE_excl_IRD
Including IRDs,10 or more,2014-09,80,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-09,1222,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-09,135,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-09,51,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-09,48,SNE_excl_IRD
Excluding IRDs,10 or more,2014-09,42,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-10,1163,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-10,155,SNE_excl_IRD
Including IRDs,"[3,5)",2014-10,69,SNE_excl_IRD
Including IRDs,"[5,10)",2014-10,69,SNE_excl_IRD
Including IRDs,10 or more,2014-10,83,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-10,1267,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-10,127,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-10,50,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-10,42,SNE_excl_IRD
Excluding IRDs,10 or more,2014-10,53,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-11,1158,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-11,159,SNE_excl_IRD
Including IRDs,"[3,5)",2014-11,78,SNE_excl_IRD
Including IRDs,"[5,10)",2014-11,62,SNE_excl_IRD
Including IRDs,10 or more,2014-11,82,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-11,1272,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-11,122,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-11,57,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-11,38,SNE_excl_IRD
Excluding IRDs,10 or more,2014-11,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-12,1175,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-12,151,SNE_excl_IRD
Including IRDs,"[3,5)",2014-12,78,SNE_excl_IRD
Including IRDs,"[5,10)",2014-12,52,SNE_excl_IRD
Including IRDs,10 or more,2014-12,80,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-12,1283,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-12,112,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-12,58,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-12,32,SNE_excl_IRD
Excluding IRDs,10 or more,2014-12,51,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-01,1205,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-01,149,SNE_excl_IRD
Including IRDs,"[3,5)",2015-01,70,SNE_excl_IRD
Including IRDs,"[5,10)",2015-01,61,SNE_excl_IRD
Including IRDs,10 or more,2015-01,75,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-01,1306,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-01,123,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-01,48,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-01,36,SNE_excl_IRD
Excluding IRDs,10 or more,2015-01,47,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-02,1200,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-02,154,SNE_excl_IRD
Including IRDs,"[3,5)",2015-02,69,SNE_excl_IRD
Including IRDs,"[5,10)",2015-02,59,SNE_excl_IRD
Including IRDs,10 or more,2015-02,79,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-02,1305,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-02,120,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-02,55,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-02,35,SNE_excl_IRD
Excluding IRDs,10 or more,2015-02,46,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-03,1197,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-03,163,SNE_excl_IRD
Including IRDs,"[3,5)",2015-03,69,SNE_excl_IRD
Including IRDs,"[5,10)",2015-03,59,SNE_excl_IRD
Including IRDs,10 or more,2015-03,73,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-03,1303,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-03,124,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-03,49,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-03,40,SNE_excl_IRD
Excluding IRDs,10 or more,2015-03,45,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-04,1211,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-04,165,SNE_excl_IRD
Including IRDs,"[3,5)",2015-04,78,SNE_excl_IRD
Including IRDs,"[5,10)",2015-04,54,SNE_excl_IRD
Including IRDs,10 or more,2015-04,81,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-04,1324,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-04,123,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-04,56,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-04,36,SNE_excl_IRD
Excluding IRDs,10 or more,2015-04,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-05,1209,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-05,158,SNE_excl_IRD
Including IRDs,"[3,5)",2015-05,85,SNE_excl_IRD
Including IRDs,"[5,10)",2015-05,59,SNE_excl_IRD
Including IRDs,10 or more,2015-05,78,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-05,1324,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-05,119,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-05,62,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-05,40,SNE_excl_IRD
Excluding IRDs,10 or more,2015-05,44,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-06,1222,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-06,153,SNE_excl_IRD
Including IRDs,"[3,5)",2015-06,87,SNE_excl_IRD
Including IRDs,"[5,10)",2015-06,50,SNE_excl_IRD
Including IRDs,10 or more,2015-06,76,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-06,1325,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-06,117,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-06,62,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-06,38,SNE_excl_IRD
Excluding IRDs,10 or more,2015-06,46,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-07,1237,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-07,172,SNE_excl_IRD
Including IRDs,"[3,5)",2015-07,82,SNE_excl_IRD
Including IRDs,"[5,10)",2015-07,49,SNE_excl_IRD
Including IRDs,10 or more,2015-07,82,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-07,1352,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-07,126,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-07,63,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-07,32,SNE_excl_IRD
Excluding IRDs,10 or more,2015-07,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-08,1241,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-08,165,SNE_excl_IRD
Including IRDs,"[3,5)",2015-08,91,SNE_excl_IRD
Including IRDs,"[5,10)",2015-08,46,SNE_excl_IRD
Including IRDs,10 or more,2015-08,79,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-08,1349,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-08,136,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-08,62,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-08,26,SNE_excl_IRD
Excluding IRDs,10 or more,2015-08,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-09,1260,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-09,156,SNE_excl_IRD
Including IRDs,"[3,5)",2015-09,86,SNE_excl_IRD
Including IRDs,"[5,10)",2015-09,44,SNE_excl_IRD
Including IRDs,10 or more,2015-09,75,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-09,1355,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-09,131,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-09,63,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-09,22,SNE_excl_IRD
Excluding IRDs,10 or more,2015-09,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-10,1222,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-10,183,SNE_excl_IRD
Including IRDs,"[3,5)",2015-10,85,SNE_excl_IRD
Including IRDs,"[5,10)",2015-10,46,SNE_excl_IRD
Including IRDs,10 or more,2015-10,105,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-10,1329,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-10,145,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-10,62,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-10,26,SNE_excl_IRD
Excluding IRDs,10 or more,2015-10,79,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-11,1219,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-11,184,SNE_excl_IRD
Including IRDs,"[3,5)",2015-11,83,SNE_excl_IRD
Including IRDs,"[5,10)",2015-11,53,SNE_excl_IRD
Including IRDs,10 or more,2015-11,102,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-11,1334,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-11,137,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-11,64,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-11,27,SNE_excl_IRD
Excluding IRDs,10 or more,2015-11,79,SNE_excl_IRD
Including IRDs,"(0,1.5)",2015-12,1241,SNE_excl_IRD
Including IRDs,"[1.5,3)",2015-12,182,SNE_excl_IRD
Including IRDs,"[3,5)",2015-12,72,SNE_excl_IRD
Including IRDs,"[5,10)",2015-12,50,SNE_excl_IRD
Including IRDs,10 or more,2015-12,93,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2015-12,1355,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2015-12,129,SNE_excl_IRD
Excluding IRDs,"[3,5)",2015-12,57,SNE_excl_IRD
Excluding IRDs,"[5,10)",2015-12,28,SNE_excl_IRD
Excluding IRDs,10 or more,2015-12,69,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-01,1201,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-01,189,SNE_excl_IRD
Including IRDs,"[3,5)",2016-01,73,SNE_excl_IRD
Including IRDs,"[5,10)",2016-01,51,SNE_excl_IRD
Including IRDs,10 or more,2016-01,82,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-01,1325,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-01,141,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-01,53,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-01,24,SNE_excl_IRD
Excluding IRDs,10 or more,2016-01,53,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-02,1197,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-02,202,SNE_excl_IRD
Including IRDs,"[3,5)",2016-02,66,SNE_excl_IRD
Including IRDs,"[5,10)",2016-02,54,SNE_excl_IRD
Including IRDs,10 or more,2016-02,77,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-02,1340,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-02,132,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-02,48,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-02,26,SNE_excl_IRD
Excluding IRDs,10 or more,2016-02,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-03,1214,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-03,187,SNE_excl_IRD
Including IRDs,"[3,5)",2016-03,68,SNE_excl_IRD
Including IRDs,"[5,10)",2016-03,49,SNE_excl_IRD
Including IRDs,10 or more,2016-03,78,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-03,1338,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-03,124,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-03,60,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-03,25,SNE_excl_IRD
Excluding IRDs,10 or more,2016-03,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-04,1218,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-04,188,SNE_excl_IRD
Including IRDs,"[3,5)",2016-04,66,SNE_excl_IRD
Including IRDs,"[5,10)",2016-04,50,SNE_excl_IRD
Including IRDs,10 or more,2016-04,82,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-04,1341,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-04,122,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-04,53,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-04,37,SNE_excl_IRD
Excluding IRDs,10 or more,2016-04,51,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-05,1221,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-05,181,SNE_excl_IRD
Including IRDs,"[3,5)",2016-05,77,SNE_excl_IRD
Including IRDs,"[5,10)",2016-05,49,SNE_excl_IRD
Including IRDs,10 or more,2016-05,76,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-05,1342,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-05,128,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-05,50,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-05,37,SNE_excl_IRD
Excluding IRDs,10 or more,2016-05,47,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-06,1234,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-06,180,SNE_excl_IRD
Including IRDs,"[3,5)",2016-06,72,SNE_excl_IRD
Including IRDs,"[5,10)",2016-06,45,SNE_excl_IRD
Including IRDs,10 or more,2016-06,73,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-06,1344,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-06,134,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-06,50,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-06,27,SNE_excl_IRD
Excluding IRDs,10 or more,2016-06,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-07,1229,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-07,199,SNE_excl_IRD
Including IRDs,"[3,5)",2016-07,66,SNE_excl_IRD
Including IRDs,"[5,10)",2016-07,54,SNE_excl_IRD
Including IRDs,10 or more,2016-07,68,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-07,1346,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-07,146,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-07,46,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-07,32,SNE_excl_IRD
Excluding IRDs,10 or more,2016-07,46,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-08,1230,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-08,191,SNE_excl_IRD
Including IRDs,"[3,5)",2016-08,80,SNE_excl_IRD
Including IRDs,"[5,10)",2016-08,39,SNE_excl_IRD
Including IRDs,10 or more,2016-08,76,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-08,1351,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-08,142,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-08,48,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-08,27,SNE_excl_IRD
Excluding IRDs,10 or more,2016-08,48,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-09,1240,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-09,187,SNE_excl_IRD
Including IRDs,"[3,5)",2016-09,69,SNE_excl_IRD
Including IRDs,"[5,10)",2016-09,50,SNE_excl_IRD
Including IRDs,10 or more,2016-09,70,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-09,1340,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-09,152,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-09,45,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-09,34,SNE_excl_IRD
Excluding IRDs,10 or more,2016-09,45,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-10,1238,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-10,186,SNE_excl_IRD
Including IRDs,"[3,5)",2016-10,71,SNE_excl_IRD
Including IRDs,"[5,10)",2016-10,62,SNE_excl_IRD
Including IRDs,10 or more,2016-10,91,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-10,1349,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-10,146,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-10,51,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-10,38,SNE_excl_IRD
Excluding IRDs,10 or more,2016-10,64,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-11,1232,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-11,189,SNE_excl_IRD
Including IRDs,"[3,5)",2016-11,74,SNE_excl_IRD
Including IRDs,"[5,10)",2016-11,60,SNE_excl_IRD
Including IRDs,10 or more,2016-11,93,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-11,1339,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-11,154,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-11,47,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-11,42,SNE_excl_IRD
Excluding IRDs,10 or more,2016-11,66,SNE_excl_IRD
Including IRDs,"(0,1.5)",2016-12,1238,SNE_excl_IRD
Including IRDs,"[1.5,3)",2016-12,198,SNE_excl_IRD
Including IRDs,"[3,5)",2016-12,71,SNE_excl_IRD
Including IRDs,"[5,10)",2016-12,49,SNE_excl_IRD
Including IRDs,10 or more,2016-12,92,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2016-12,1351,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2016-12,151,SNE_excl_IRD
Excluding IRDs,"[3,5)",2016-12,48,SNE_excl_IRD
Excluding IRDs,"[5,10)",2016-12,35,SNE_excl_IRD
Excluding IRDs,10 or more,2016-12,63,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-01,1277,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-01,179,SNE_excl_IRD
Including IRDs,"[3,5)",2017-01,79,SNE_excl_IRD
Including IRDs,"[5,10)",2017-01,57,SNE_excl_IRD
Including IRDs,10 or more,2017-01,78,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-01,1386,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-01,145,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-01,50,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-01,41,SNE_excl_IRD
Excluding IRDs,10 or more,2017-01,48,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-02,1278,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-02,169,SNE_excl_IRD
Including IRDs,"[3,5)",2017-02,82,SNE_excl_IRD
Including IRDs,"[5,10)",2017-02,66,SNE_excl_IRD
Including IRDs,10 or more,2017-02,75,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-02,1390,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-02,136,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-02,61,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-02,33,SNE_excl_IRD
Excluding IRDs,10 or more,2017-02,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-03,1279,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-03,172,SNE_excl_IRD
Including IRDs,"[3,5)",2017-03,75,SNE_excl_IRD
Including IRDs,"[5,10)",2017-03,67,SNE_excl_IRD
Including IRDs,10 or more,2017-03,77,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-03,1389,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-03,138,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-03,56,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-03,38,SNE_excl_IRD
Excluding IRDs,10 or more,2017-03,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-04,1310,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-04,189,SNE_excl_IRD
Including IRDs,"[3,5)",2017-04,74,SNE_excl_IRD
Including IRDs,"[5,10)",2017-04,55,SNE_excl_IRD
Including IRDs,10 or more,2017-04,88,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-04,1425,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-04,147,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-04,49,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-04,36,SNE_excl_IRD
Excluding IRDs,10 or more,2017-04,59,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-05,1312,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-05,174,SNE_excl_IRD
Including IRDs,"[3,5)",2017-05,83,SNE_excl_IRD
Including IRDs,"[5,10)",2017-05,54,SNE_excl_IRD
Including IRDs,10 or more,2017-05,93,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-05,1422,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-05,148,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-05,48,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-05,37,SNE_excl_IRD
Excluding IRDs,10 or more,2017-05,61,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-06,1323,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-06,176,SNE_excl_IRD
Including IRDs,"[3,5)",2017-06,80,SNE_excl_IRD
Including IRDs,"[5,10)",2017-06,50,SNE_excl_IRD
Including IRDs,10 or more,2017-06,86,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-06,1432,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-06,140,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-06,51,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-06,38,SNE_excl_IRD
Excluding IRDs,10 or more,2017-06,54,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-07,1323,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-07,180,SNE_excl_IRD
Including IRDs,"[3,5)",2017-07,76,SNE_excl_IRD
Including IRDs,"[5,10)",2017-07,48,SNE_excl_IRD
Including IRDs,10 or more,2017-07,98,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2017-07,1429,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2017-07,148,SNE_excl_IRD
Excluding IRDs,"[3,5)",2017-07,44,SNE_excl_IRD
Excluding IRDs,"[5,10)",2017-07,39,SNE_excl_IRD
Excluding IRDs,10 or more,2017-07,65,SNE_excl_IRD
Including IRDs,"(0,1.5)",2017-08,1328,SNE_excl_IRD
Including IRDs,"[1.5,3)",2017-08,178,SNE_excl_IRD
Including IRDs,"[3,5)",2017-08,79,SNE_excl_IRD
Including IRDs,"[5,10)",2017-08,44,SNE_excl_IRD
