date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2019-12-10,DJIA Consolidated - CHICAGO BOARD OF TRADE,8855,9930,382,-1075
2019-12-10,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,781,0,0,781
2019-12-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3705,4379,637,-674
2019-12-17,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,17039,21837,2945,-4798
2019-12-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,6060,6172,1556,-112
2019-12-17,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,4782,8270,-4320
2019-12-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,56441,72755,8808,-16314
2019-12-17,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,70748,78790,11248,-8042
2019-12-17,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,446,2162,0,-1716
2019-12-17,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,250,6560,0,-6310
2019-12-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,22923,0,171,22923
2019-12-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,8520,10919,1473,-2399
2019-12-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11288,14551,1762,-3263
2019-12-17,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,696,1320,0,-624
2019-12-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,302347,479155,116070,-176808
2019-12-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1432,367,-885
2019-12-17,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,303,0,26,303
2019-12-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,59826,95300,31473,-35474
2019-12-17,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,378,1064,11,-686
2019-12-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,20525,0,174,20525
2019-12-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,51703,93638,8137,-41935
2019-12-24,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,698,11745,0,-11047
2019-12-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,9564,9395,118,169
2019-12-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,53046,57349,3904,-4303
2019-12-24,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,19128,18790,235,338
2019-12-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3849,1209,241,2640
2019-12-24,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,350,4663,0,-4313
2019-12-24,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,71908,70680,8220,1228
2019-12-24,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1702,0,-1155
2019-12-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10609,11470,781,-861
2019-12-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,262305,471911,28395,-209606
2019-12-31,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,696,2200,0,-1504
2019-12-31,DJIA Consolidated - CHICAGO BOARD OF TRADE,10927,10015,292,912
2019-12-31,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,11524,0,-11062
2019-12-31,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21853,20029,583,1824
2019-12-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2066,4604,0,-2538
2019-12-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,293349,482680,33818,-189331
2019-12-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,20870,0,184,20870
2019-12-31,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11784,11601,533,183
2019-12-31,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,76018,70448,9646,5570
2019-12-31,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1702,0,-1155
2019-12-31,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,550,5128,0,-4578
2019-12-31,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4869,2040,271,2829
2019-12-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,58921,58007,2664,914
2019-12-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,55482,95886,12018,-40404
2020-01-07,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,78724,82144,11211,-3420
2020-01-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,306634,496926,33576,-190292
2020-01-07,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,790,2702,0,-1912
2020-01-07,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,912,1414,2,-502
2020-01-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,57404,98263,13739,-40859
2020-01-07,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10937,10204,739,733
2020-01-07,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,900,4719,0,-3819
2020-01-07,DJIA Consolidated - CHICAGO BOARD OF TRADE,8250,8755,625,-505
2020-01-07,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,16499,17510,1250,-1011
2020-01-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3016,5817,85,-2801
2020-01-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,54684,51020,3696,3664
2020-01-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,22351,0,188,22351
2020-01-07,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4271,3601,198,670
2020-01-07,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,9286,0,-8824
2020-01-14,DJIA Consolidated - CHICAGO BOARD OF TRADE,8960,9138,99,-178
2020-01-14,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12010,12930,570,-920
2020-01-14,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,1122,445,0,677
2020-01-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,51551,97232,14076,-45681
2020-01-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,263419,499376,41556,-235957
2020-01-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,60052,64650,2850,-4598
2020-01-14,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,8106,0,-7644
2020-01-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4072,2562,560,1510
2020-01-14,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,17919,18275,197,-356
2020-01-14,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4826,4379,185,447
2020-01-14,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,81433,90930,10673,-9497
2020-01-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,21466,0,203,21466
2020-01-14,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1543,3853,0,-2310
2020-01-14,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,894,1668,103,-774
2020-01-14,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,446,2394,0,-1948
2020-01-21,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,462,7865,0,-7403
2020-01-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,60317,62364,3575,-2047
2020-01-21,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,565,744,17,-179
2020-01-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,26705,0,218,26705
2020-01-21,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,1122,432,0,690
2020-01-21,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1230,3530,0,-2300
2020-01-21,DJIA Consolidated - CHICAGO BOARD OF TRADE,10303,6162,1299,4141
2020-01-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,6832,3689,78,3143
2020-01-21,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1673,0,-1126
2020-01-21,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12063,12473,715,-410
2020-01-21,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3386,4910,302,-1524
2020-01-21,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,88115,93604,8364,-5489
2020-01-21,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,20605,12323,2598,8282
2020-01-21,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,313,2393,1,-2080
2020-01-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,277495,535211,45645,-257716
2020-01-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,54282,102683,17256,-48401
2020-01-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,29604,0,136,29604
2020-01-28,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3573,2996,789,577
2020-01-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,50139,54112,2801,-3973
2020-01-28,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,776,8351,0,-7575
2020-01-28,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,18970,10344,4607,8626
2020-01-28,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,236,2393,1,-2157
2020-01-28,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,765,547,0,218
2020-01-28,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,1480,0,-933
2020-01-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,274379,503260,34630,-228881
2020-01-28,DJIA Consolidated - CHICAGO BOARD OF TRADE,9485,5172,2304,4313
2020-01-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,6928,4048,325,2880
2020-01-28,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,81936,84830,10005,-2894
2020-01-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,54451,97347,14604,-42896
2020-01-28,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10028,10822,560,-794
2020-01-28,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1062,3600,0,-2538
2020-02-04,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21404,13178,1974,8226
2020-02-04,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,68541,83008,9390,-14467
2020-02-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,49548,92616,16369,-43068
2020-02-04,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2982,2328,326,654
2020-02-04,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,550,3714,0,-3164
2020-02-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,6854,6026,162,828
2020-02-04,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,918,8821,0,-7903
2020-02-04,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,559,0,-12
2020-02-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,260162,479644,34344,-219482
2020-02-04,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,41865,53258,2677,-11393
2020-02-04,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,980,639,6,341
2020-02-04,DJIA Consolidated - CHICAGO BOARD OF TRADE,10702,6589,987,4113
2020-02-04,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,369,2222,1,-1853
2020-02-04,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8373,10652,535,-2279
2020-02-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,32490,0,89,32490
2020-02-11,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,369,2216,1,-1847
2020-02-11,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,918,8228,0,-7310
2020-02-11,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,19030,12211,4189,6819
2020-02-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,264185,547817,42804,-283632
2020-02-11,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,68673,82654,5726,-13981
2020-02-11,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,559,0,-12
2020-02-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,50960,105232,21209,-54272
2020-02-11,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9466,11487,633,-2021
2020-02-11,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,47331,57433,3167,-10102
2020-02-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,10250,7796,521,2454
2020-02-11,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2897,2079,464,818
2020-02-11,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,600,3830,0,-3230
2020-02-11,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1375,7,-1375
2020-02-11,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,937,814,46,123
2020-02-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,37923,500,89,37423
2020-02-11,DJIA Consolidated - CHICAGO BOARD OF TRADE,9515,6106,2095,3409
2020-02-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,39377,0,389,39377
2020-02-18,DJIA Consolidated - CHICAGO BOARD OF TRADE,9851,6564,2373,3287
2020-02-18,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,427,2215,2,-1788
2020-02-18,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3093,1729,395,1364
2020-02-18,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,783,8123,0,-7340
2020-02-18,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1924,626,0,1298
2020-02-18,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,54482,61529,1887,-7047
2020-02-18,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10896,12306,377,-1410
2020-02-18,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,19701,13128,4745,6573
2020-02-18,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,547,649,14,-102
2020-02-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,11536,6885,222,4651
2020-02-18,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,72156,81926,3713,-9770
2020-02-18,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,750,4641,0,-3891
2020-02-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,54175,97899,21601,-43724
2020-02-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,273619,515497,46472,-241878
2020-02-18,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,1035,1398,46,-363
2020-02-25,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1841,939,0,902
2020-02-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,55864,75412,32335,-19548
2020-02-25,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,317,7752,0,-7435
2020-02-25,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,79647,73106,5614,6541
2020-02-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,285840,409533,76709,-123693
2020-02-25,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9525,9079,830,446
2020-02-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,15244,10053,445,5191
2020-02-25,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,274,850,2,-576
2020-02-25,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,172,1591,46,-1419
2020-02-25,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,47624,45397,4150,2227
2020-02-25,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,650,2215,2,-1565
2020-02-25,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,800,4957,0,-4157
2020-02-25,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1111,0,0,1111
2020-02-25,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,19731,12503,5226,7228
2020-02-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,46599,0,1876,46599
2020-02-25,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2820,563,12,2257
2020-02-25,DJIA Consolidated - CHICAGO BOARD OF TRADE,9866,6252,2613,3614
2020-03-03,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,889,0,0,889
2020-03-03,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,87815,73944,8285,13871
2020-03-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,6276,6645,1351,-369
2020-03-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,49190,59888,5249,-10698
2020-03-03,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,975,1302,2,-327
2020-03-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2029,5324,0,-3295
2020-03-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4587,1016,671,3571
2020-03-03,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,311,7355,0,-7044
2020-03-03,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,12552,13289,2702,-737
2020-03-03,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,713,716,0,-3
2020-03-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,2571,0,-2571
2020-03-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9838,11978,1050,-2140
2020-03-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,334113,465209,73930,-131096
2020-03-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1227,0,0,1227
2020-03-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,72181,82368,38480,-10187
2020-03-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,56105,0,1926,56105
2020-03-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,28689,12657,363,16032
2020-03-10,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3236,0,-3236
2020-03-10,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,13043,11811,2173,1232
2020-03-10,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,1915,369,16,1546
2020-03-10,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,112176,79475,8808,32701
2020-03-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,50039,62556,5485,-12517
2020-03-10,DJIA Consolidated - CHICAGO BOARD OF TRADE,6522,5906,1087,616
2020-03-10,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,1348,1290,2,58
2020-03-10,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10008,12511,1097,-2503
2020-03-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,60458,73,1953,60385
2020-03-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,30862,14216,265,16646
2020-03-10,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1972,4720,0,-2748
2020-03-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,305518,491967,105825,-186449
2020-03-10,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,0,1925,0,-1925
2020-03-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,67424,88067,45972,-20643
2020-03-10,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4481,1005,330,3476
2020-03-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,5444,7330,395,-1886
2020-03-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,400187,476113,279069,-75926
2020-03-17,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,0,1327,294,-1327
2020-03-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,39064,15516,861,23548
2020-03-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,88854,80491,86922,8363
2020-03-17,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,10888,14659,790,-3771
2020-03-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12437,9288,2651,3149
2020-03-17,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,558,1327,60,-769
2020-03-17,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,122638,97746,15653,24892
2020-03-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3794,2121,663,1673
2020-03-17,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,1115,1283,408,-168
2020-03-17,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,3825,341,-3825
2020-03-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,55671,1791,1844,53880
2020-03-17,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1289,4762,434,-3473
2020-03-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,62183,46442,13254,15741
2020-03-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,2567,0,943,2567
2020-03-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3560,2395,0,1165
2020-03-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,70469,71229,12362,-760
2020-03-24,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,2447,84,-2447
2020-03-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,361870,365316,41277,-3446
2020-03-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,56038,622,1278,55416
2020-03-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,3397,3571,403,-174
2020-03-24,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1600,6140,0,-4540
2020-03-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,49024,40809,2128,8215
2020-03-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9805,8162,426,1643
2020-03-24,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,111447,89091,3478,22356
2020-03-24,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,6794,7142,805,-348
2020-03-31,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2973,2186,513,787
2020-03-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,65520,89838,23398,-24318
2020-03-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,354469,479889,41676,-125420
2020-03-31,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,546,2904,0,-2358
2020-03-31,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,5775,9863,42,-4088
2020-03-31,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,1850,4016,0,-2166
2020-03-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,60888,615,1307,60273
2020-03-31,DJIA Consolidated - CHICAGO BOARD OF TRADE,2888,4932,21,-2044
2020-03-31,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,89688,93630,2707,-3942
2020-03-31,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,7748,9170,705,-1422
2020-03-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,38738,45848,3525,-7110
2020-03-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,9689,8923,0,766
2020-04-07,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8388,9746,596,-1358
2020-04-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,74005,1,1365,74004
